frequency,recency,T,monetary_value,pred_purchases,est_trans_value,clv
3.0,291.0,376.0,309.53333333333336,1.53,341.5375660555354,499.84686365838195
2.0,198.0,382.0,333.725,1.1,366.74813892102907,383.13882973445465
4.0,263.0,303.0,124.94250000000001,2.33,193.06574493591916,434.19156634679933
5.0,169.0,330.0,271.66999999999996,2.63,300.60370511654145,764.0738748063512
7.0,335.0,379.0,408.9985714285714,3.16,410.9311884061502,1256.6247168611703
1.0,219.0,346.0,177.61,0.75,310.50701098945717,215.17040787715015
2.0,57.0,261.0,282.175,1.51,334.4146551502089,482.7451770056016
4.0,195.0,219.0,236.58,3.02,279.12867728448214,820.5956523977156
15.0,270.0,302.0,1668.9386666666667,7.81,1577.4056241453472,12021.202751562081
8.0,328.0,388.0,482.61125000000004,3.5,474.81098942986955,1608.9900475037857
3.0,94.0,127.0,282.16,3.52,321.93218034639347,1117.7924022877967
2.0,171.0,232.0,637.75,1.65,557.4404260873454,887.5659119709551
4.0,304.0,343.0,313.7375,2.1,338.61048852787474,684.8712430816913
3.0,359.0,390.0,276.64,1.48,317.97863447031705,450.73284881454776
2.0,204.0,239.0,232.58,1.62,303.30739758253037,471.4369118273752
1.0,98.0,232.0,109.44,1.04,279.3598851154277,268.3516138709777
1.0,221.0,393.0,584.45,0.67,496.39371614700656,306.89168065129303
1.0,239.0,334.0,366.89,0.77,396.98974511643814,284.3313808353468
2.0,235.0,281.0,304.57000000000005,1.42,348.46137423939456,473.7990221405193
6.0,329.0,360.0,421.6716666666667,2.87,421.77762592835853,1171.9914611565175
4.0,92.0,381.0,8416.4,1.92,6585.067947542435,12083.80230450405
1.0,98.0,178.0,174.14,1.27,308.92155511762377,368.3735818055892
9.0,269.0,305.0,168.09333333333333,4.78,197.75147846744008,920.5336508209357
3.0,212.0,332.0,303.77,1.7,337.4097394735692,549.9788280993735
1.0,116.0,197.0,358.6,1.18,393.2020133649976,433.85446436659083
3.0,131.0,219.0,417.01,2.37,418.51472769945474,964.0902054960524
3.0,319.0,378.0,209.3166666666667,1.52,269.76017670515137,392.9853161720132
1.0,30.0,124.0,269.75,1.64,352.6061187792925,540.8439296743074
6.0,278.0,351.0,411.9583333333333,2.94,413.67039565887046,1174.9234266713554
5.0,344.0,393.0,560.83,2.27,534.2251214063746,1167.3596767379324
2.0,56.0,309.0,1898.4450000000002,1.31,1348.1807039235073,1687.6612216618194
1.0,32.0,71.0,154.9,2.28,300.13072774757353,664.1240945474914
3.0,181.0,269.0,275.6766666666667,2.02,317.2886738675477,617.9466602360404
9.0,351.0,380.0,580.9155555555556,3.98,562.4123352663838,2166.078751188623
1.0,85.0,136.0,338.5,1.54,384.0182488048099,560.5860712641403
2.0,359.0,392.0,517.23,1.07,481.8471872113173,492.27840595859175
2.0,324.0,392.0,145.555,1.07,248.72308283654345,254.09801434013332
8.0,343.0,380.0,1043.2075,3.56,962.8883958924436,3323.099381460264
4.0,319.0,385.0,656.25,1.9,602.6582333809678,1102.4066780686685
2.0,241.0,315.0,177.705,1.29,268.8883884278503,331.9441077278021
4.0,355.0,391.0,974.4200000000001,1.88,847.939999681201,1530.2316034627554
2.0,112.0,168.0,217.365,2.11,293.7641588711234,602.2993645391725
13.0,230.0,254.0,157.07692307692307,7.85,179.29686813325506,1376.9219174311347
1.0,43.0,87.0,133.25,2.04,290.23876243771963,569.574951460536
2.0,227.0,360.0,204.14999999999998,1.15,285.47537151842914,314.11869063209593
16.0,259.0,281.0,246.93625,8.82,259.06402831088656,2232.201796366327
1.0,51.0,94.0,558.0,1.95,484.3086130317347,906.3405254262018
5.0,259.0,339.0,328.418,2.57,346.45219083937815,860.9142301434777
5.0,282.0,332.0,455.78000000000003,2.62,449.3519377667047,1136.888801209134
2.0,162.0,325.0,279.485,1.26,332.7274180727403,399.80796659862233
4.0,343.0,393.0,585.645,1.87,548.2278373359982,984.9249917210752
3.0,217.0,313.0,127.62666666666667,1.78,211.25199507169503,362.1655903306071
5.0,323.0,345.0,347.666,2.53,362.00325260707325,886.103234705023
9.0,364.0,387.0,481.00777777777773,3.91,474.16016790677077,1797.232071324799
6.0,366.0,389.0,144.76500000000001,2.69,190.65757344142872,495.13498961980474
6.0,294.0,325.0,456.06333333333333,3.13,450.482618483418,1367.217715742254
1.0,21.0,57.0,305.08,2.55,368.74852683458744,918.0266357546016
1.0,242.0,282.0,299.64,0.89,366.2629706551138,303.8433644626866
2.0,99.0,220.0,199.15,1.72,282.33924312164737,469.05260341695544
1.0,83.0,120.0,66.8,1.67,259.877510943965,414.8741972453786
8.0,357.0,393.0,344.075,3.46,354.19581656517266,1186.8782430772692
8.0,342.0,378.0,295.5775,3.58,311.97196290950046,1081.6511681136717
1.0,13.0,56.0,403.38,2.57,413.66216147470914,1035.9066259479953
1.0,31.0,207.0,238.76,1.13,338.44667282306284,345.6295551101478
2.0,130.0,233.0,151.32500000000002,1.65,252.34217500642964,400.3231666779951
16.0,360.0,391.0,328.11875000000003,6.68,334.63252153270906,2171.2783504046315
3.0,323.0,394.0,406.2266666666667,1.47,410.7914662809119,577.0810867746517
5.0,120.0,150.0,397.288,4.85,402.09441984712754,1923.0204973431435
1.0,42.0,92.0,834.66,1.97,610.7155932915116,1156.0922512466875
3.0,124.0,309.0,301.2733333333333,1.8,335.62157168300087,581.3656493382678
1.0,127.0,264.0,165.48000000000002,0.94,304.96476899368224,264.2107605293888
1.0,243.0,280.0,437.35,0.89,429.1831804851357,358.23074204909443
1.0,200.0,233.0,1166.37,1.03,762.2751227571755,740.2301046332512
6.0,304.0,357.0,978.6233333333333,2.89,886.6371397212721,2481.610575708994
1.0,53.0,186.0,301.53,1.23,367.1265186659971,416.66749623717254
3.0,218.0,249.0,261.19666666666666,2.15,306.9177781636372,637.2111906787401
7.0,119.0,240.0,546.35,4.61,528.3449980086956,2375.888418332524
1.0,155.0,282.0,326.58,0.89,378.571956588022,311.3813301255879
9.0,363.0,386.0,572.7833333333333,3.92,555.2288481293017,2109.2888447956216
23.0,371.0,393.0,922.007391304348,9.44,897.4520747948465,8238.293308559996
5.0,359.0,382.0,313.076,2.32,334.05690875085065,748.3738468497734
3.0,206.0,269.0,404.79,2.02,409.7624938940828,798.0928867640216
3.0,254.0,389.0,157.14000000000001,1.48,232.39009602989563,330.1071698871993
1.0,276.0,330.0,804.95,0.78,597.1409840833935,433.32135258724804
20.0,352.0,395.0,419.866,8.21,420.0032433252442,3350.7831308327927
1.0,238.0,386.0,139.94,0.68,293.2954482540209,184.63858970957872
4.0,266.0,341.0,556.2774999999999,2.11,525.5880150025848,1068.3838959129575
11.0,327.0,357.0,841.5709090909091,5.06,800.6845418551899,3932.85173063653
7.0,304.0,333.0,345.45428571428573,3.53,356.6108457509091,1220.0026213456601
5.0,230.0,274.0,1338.502,3.07,1162.5306755941845,3460.693438574504
13.0,370.0,393.0,454.69615384615383,5.46,451.9832318738523,2392.7302066565026
1.0,89.0,143.0,141.25,1.49,293.89399211341623,413.73192061753633
1.0,146.0,380.0,521.0,0.69,467.4031757816381,294.085669447838
4.0,355.0,393.0,517.835,1.87,495.9521464386201,891.0163109864536
1.0,68.0,187.0,147.95999999999998,1.22,296.9598160039067,337.7290492257314
10.0,272.0,295.0,321.091,5.43,331.84443853241004,1754.076792006271
2.0,231.0,395.0,271.5,1.07,327.7190210230798,332.4980630065936
10.0,355.0,386.0,1426.574,4.33,1319.8845489756252,5535.186574449932
7.0,293.0,388.0,2893.9485714285715,3.1,2535.171534549427,7594.224813892996
8.0,257.0,344.0,195.81625,3.88,225.11584825396275,847.0237898220466
2.0,42.0,88.0,290.075,3.23,339.36973801712406,1086.5440423723644
2.0,74.0,334.0,387.375,1.23,400.3987966184976,469.2110399936282
1.0,47.0,218.0,110.44,1.09,279.8167888248898,277.08702038496835
2.0,138.0,198.0,391.30499999999995,1.87,402.86379353836804,727.8291605032542
3.0,248.0,278.0,92.93,1.96,186.40147633734784,353.2407273188993
3.0,324.0,394.0,278.40333333333336,1.47,319.2415727362859,448.4719928361209
6.0,360.0,386.0,607.26,2.71,576.6788634366471,1507.8252708654204
2.0,350.0,378.0,162.33,1.11,259.2447936077464,273.4327688562206
14.0,363.0,388.0,374.25642857142856,5.92,378.0172372126208,2172.3279732801743
1.0,331.0,392.0,415.11,0.67,419.02164198669925,261.8614124155909
1.0,15.0,78.0,849.85,2.17,617.6559606382405,1282.4633981080838
1.0,44.0,355.0,4010.08,0.73,2061.5767703915644,1298.7924432511088
9.0,349.0,380.0,335.1488888888889,3.98,345.31771580318104,1329.9571660286315
1.0,164.0,302.0,290.86,0.84,362.2513560860368,281.09565420391255
8.0,354.0,386.0,283.8875,3.52,301.7941836583058,1027.3605743614432
6.0,233.0,278.0,554.7366666666667,3.56,532.8402816396932,1845.7779751377511
2.0,171.0,217.0,198.45,1.74,281.9001851460979,473.6643185672614
3.0,313.0,378.0,1358.7666666666667,1.52,1093.0216454109457,1592.2989601959011
3.0,282.0,387.0,670.27,1.49,599.9051314268282,856.0715779707095
1.0,7.0,395.0,194.75,0.67,318.33834056963707,161.75044941830078
19.0,303.0,395.0,369.46,7.82,372.5717907107936,2826.721826425962
4.0,203.0,311.0,471.47249999999997,2.28,460.2106375279919,1012.1916037147666
10.0,356.0,388.0,467.15500000000003,4.31,462.39107804814915,1930.3577593328737
4.0,211.0,263.0,165.95250000000001,2.61,224.68093567034592,568.9524593126256
1.0,165.0,323.0,504.87,0.79,460.0333189480149,336.5017531301189
1.0,343.0,375.0,116.89,0.7,282.76381775092017,183.9340797394461
2.0,331.0,394.0,136.36,1.07,242.95574271486174,247.10064489986945
2.0,45.0,82.0,353.625,3.36,379.2299299402206,1267.6333508761318
3.0,180.0,236.0,352.52,2.24,372.3255658247872,807.5760610393176
2.0,353.0,385.0,520.245,1.09,483.7382726345767,502.083241567429
10.0,347.0,386.0,1046.219,4.33,979.9372171689587,4109.52542785351
10.0,370.0,394.0,421.331,4.25,421.43526957262316,1735.8475108107748
4.0,331.0,388.0,317.0075,1.89,341.1313779134289,619.7856093618645
2.0,52.0,199.0,163.32999999999998,1.86,259.87201928710266,467.22001463520047
1.0,273.0,303.0,311.81,0.84,371.82348879926724,290.5354082479828
2.0,151.0,267.0,1237.125,1.48,933.3838176515616,1324.1138322311713
4.0,312.0,352.0,1127.5975,2.05,966.0267072823385,1910.6120236256108
4.0,252.0,297.0,464.65,2.37,454.9510754995689,1040.615780763096
1.0,43.0,373.0,327.4,0.7,378.9466176297809,226.9152564311521
3.0,272.0,316.0,358.24666666666667,1.77,376.4271309305234,640.1651415261044
4.0,314.0,352.0,1146.185,2.05,980.3560746994601,1938.9557800194527
78.0,367.0,395.0,2506.4094871794873,31.24,2475.126575382214,75265.32697841604
2.0,257.0,303.0,208.525,1.33,288.21948386561326,367.7695642935805
7.0,357.0,393.0,407.3357142857143,3.06,409.5097077998082,1213.1030036674442
6.0,88.0,355.0,794.515,2.91,732.9711836953626,2009.713768696582
4.0,357.0,383.0,425.8075,1.91,425.0068412615301,781.0186608265672
1.0,121.0,283.0,144.9,0.89,295.5616906529528,240.76870973848082
3.0,217.0,338.0,189.9,1.67,255.8535313379141,410.6667588970913
1.0,144.0,221.0,67.5,1.08,260.1973435405884,262.50864631063985
1.0,14.0,101.0,145.2,1.87,295.6987617657914,518.7073476198894
2.0,20.0,52.0,217.68,4.23,293.9617349601207,1259.554767699925
2.0,37.0,299.0,136.20999999999998,1.35,242.86165886295828,312.1806286783111
1.0,89.0,387.0,111.56,0.68,280.3285209794873,169.46015534610308
4.0,209.0,284.0,901.155,2.45,791.4589719036398,1879.757589202106
1.0,14.0,38.0,159.55,3.02,302.25532999657213,909.2984290292329
5.0,270.0,308.0,239.238,2.79,274.4008770175241,740.2316828166053
8.0,176.0,205.0,189.86625,5.89,219.93554144946253,1271.0393505775896
1.0,152.0,219.0,94.45,1.09,272.51089851059123,277.2599106547874
3.0,153.0,253.0,173.82333333333335,2.12,244.33906771453468,500.60795653051014
1.0,70.0,138.0,146.71,1.52,296.3886863670791,426.71449151574313
4.0,217.0,301.0,336.5725,2.34,356.2143139465686,805.55373831875
1.0,20.0,45.0,311.24,2.83,371.5630536848738,1039.382300342837
1.0,334.0,385.0,117.0,0.68,282.81407715896097,179.63477534200723
9.0,310.0,359.0,736.8055555555555,4.17,700.1156320036089,2833.3348384223254
2.0,195.0,291.0,398.2,1.38,407.1885145975301,537.5665813924148
4.0,303.0,360.0,183.26999999999998,2.01,238.03124207228288,461.68483909469904
2.0,107.0,187.0,342.825,1.95,372.4558926031719,703.4822557133934
2.0,179.0,245.0,132.075,1.58,240.26808067881976,365.94774931551024
2.0,243.0,281.0,303.28,1.42,347.65225311302476,472.7045062198646
2.0,315.0,394.0,265.33000000000004,1.07,323.84903858145105,329.3672432930205
5.0,248.0,299.0,342.96999999999997,2.85,358.20920719658403,990.9066802316514
1.0,14.0,59.0,314.4,2.51,373.00686940677394,909.0242432423481
8.0,301.0,343.0,332.86125,3.89,344.43267951828796,1299.3542591223304
9.0,331.0,359.0,369.7522222222222,4.17,375.884096443999,1521.2168078637646
6.0,319.0,387.0,328.89833333333337,2.7,344.3443957085946,898.274929741902
3.0,363.0,388.0,400.34,1.49,406.5753056425357,578.9255615568889
6.0,161.0,184.0,165.885,4.92,208.2853740548386,1005.9774897748089
1.0,84.0,150.0,148.25,1.44,297.09231807965074,403.160990688731
1.0,2.0,226.0,574.7,1.06,491.9389049797513,439.77337772334647
6.0,163.0,269.0,439.88166666666666,3.66,436.97659605952305,1555.4092462482488
4.0,154.0,201.0,121.03750000000001,3.22,190.0553250427727,598.0831155645574
3.0,262.0,353.0,464.50666666666666,1.61,452.53288904499357,699.6662787186158
3.0,255.0,326.0,859.9066666666668,1.72,735.7270990813337,1218.2757904865189
2.0,109.0,203.0,332.225,1.83,365.80730040199455,647.9499143503187
2.0,68.0,128.0,328.6,2.55,363.53360731432775,908.6979330229179
1.0,113.0,205.0,504.3,1.14,459.77288383362145,490.9623650915296
2.0,179.0,301.0,508.125,1.34,476.1362974007776,610.8579853109443
2.0,121.0,276.0,599.475,1.44,533.4333632099808,735.950983620605
3.0,133.0,162.0,317.34999999999997,2.98,347.1360353063803,1010.4092032502499
1.0,217.0,247.0,161.0,0.99,302.91784037529214,280.58194067066336
1.0,72.0,391.0,128.28,0.67,287.96795100169317,170.2286429383481
9.0,303.0,391.0,193.95222222222225,3.88,220.5935738549672,828.536308842021
7.0,111.0,133.0,325.98285714285714,7.12,339.9658451800825,2404.095170513381
3.0,147.0,208.0,150.51333333333332,2.47,227.64393105306,546.4288049402398
1.0,56.0,172.0,418.39,1.3,420.52028615373484,509.02474687898444
7.0,269.0,336.0,756.7872857142858,3.5,708.2356890274951,2404.21642491509
1.0,130.0,280.0,158.05,0.89,301.569974432379,248.4628369865277
1.0,203.0,351.0,551.4300000000001,0.74,481.3067556605689,328.7136631233344
3.0,268.0,305.0,555.13,1.82,517.4393212508439,906.9114374619347
13.0,340.0,392.0,1393.8738461538462,5.47,1312.4818937370255,6963.411559314681
1.0,77.0,205.0,285.48,1.14,359.7932141291309,380.78209671507875
3.0,232.0,268.0,233.60333333333335,2.02,287.1548235971154,561.0467438426724
1.0,148.0,269.0,590.65,0.92,499.2265191456714,427.1996716252677
1.0,20.0,239.0,308.26,1.01,370.2014806306769,327.78260166153063
4.0,212.0,264.0,252.945,2.6,291.7446879250306,736.4560135226083
2.0,253.0,317.0,337.525,1.28,369.1315965025832,453.249400317907
4.0,315.0,383.0,3194.0474999999997,1.91,2559.0823252573728,4702.567926373703
1.0,161.0,338.0,81.36,0.76,266.5300289537327,187.10546842376283
10.0,295.0,319.0,322.332,5.09,332.9535987610703,1646.8301986539402
3.0,106.0,226.0,131.79666666666665,2.32,214.2386411411223,481.10200908364715
3.0,218.0,388.0,407.7366666666667,1.49,411.87296162020084,586.3110741386148
2.0,331.0,392.0,1120.245,1.07,860.0736802483905,878.6674267586927
2.0,318.0,388.0,665.64,1.08,574.9337502845941,592.66640383911
6.0,350.0,387.0,602.0566666666666,2.7,572.3359030898142,1493.0695638187233
4.0,220.0,287.0,912.435,2.43,800.1548839125239,1883.7453368352076
4.0,361.0,386.0,370.9175,1.9,382.691361636739,698.4673639125936
3.0,293.0,388.0,728.9033333333333,1.49,641.8996193254897,913.9426518454216
1.0,153.0,231.0,288.15,1.04,361.0131470333946,351.536867691359
19.0,353.0,385.0,1973.3363157894737,7.99,1882.0168309012267,14612.105630301488
16.0,372.0,394.0,530.109375,6.64,522.6549053738593,3368.6093585459967
2.0,250.0,323.0,522.395,1.26,485.0868078451929,586.1519503664969
2.0,307.0,394.0,314.15000000000003,1.07,354.4701962476284,360.50601128238037
1.0,27.0,91.0,115.34,1.99,282.05561700125395,534.6973232985529
1.0,191.0,227.0,669.59,1.06,535.2944979706074,530.7495237222222
3.0,299.0,334.0,252.00000000000003,1.69,300.33092244377326,487.0897773372367
4.0,359.0,389.0,458.3025,1.88,450.0576977091087,815.8611229796395
1.0,137.0,207.0,764.04,1.13,578.4490533293,615.0894072807779
4.0,126.0,161.0,173.3425,3.8,230.37799149886123,859.5947138013382
1.0,70.0,291.0,351.26,0.87,389.84834013754596,303.72123361053207
3.0,208.0,287.0,328.32,1.91,354.99299151300306,654.951785547404
2.0,141.0,344.0,326.37,1.2,362.1348940493631,414.2905853089269
1.0,42.0,130.0,310.19,1.59,371.08330478993867,553.1916901674989
3.0,230.0,316.0,118.63333333333333,1.77,204.81077117456095,348.2873195419327
1.0,284.0,350.0,339.8,0.74,384.6122236271106,265.1569494706192
1.0,69.0,189.0,449.68,1.22,434.81680322280306,490.4469385877286
4.0,318.0,357.0,313.665,2.03,338.5545972494489,661.4581914801922
7.0,348.0,380.0,655.9614285714285,3.15,622.0454825133457,1897.8497283771771
1.0,35.0,73.0,515.7,2.25,464.9815861214891,1013.2528544200005
3.0,143.0,225.0,429.79333333333335,2.33,427.6704332759964,964.0592434716858
6.0,318.0,395.0,333.87,2.65,348.49399555311805,892.908111189851
1.0,40.0,129.0,88.6,1.59,269.83801181023813,404.1847732050561
3.0,269.0,347.0,279.58666666666664,1.63,320.0891021964351,502.2995968519971
13.0,259.0,283.0,160.62692307692308,7.19,182.54946907835233,1281.418675893223
1.0,72.0,154.0,621.24,1.41,513.2032036181162,680.7634038086038
1.0,50.0,87.0,305.45,2.04,368.91758120708846,725.2752957382116
1.0,21.0,88.0,100.86,2.03,275.4396512882431,531.9769140222435
2.0,262.0,284.0,269.455,1.41,326.436344508796,439.9317809187415
1.0,39.0,85.0,150.6,2.07,298.1660417968866,593.066901786276
1.0,49.0,108.0,149.32,1.79,297.58120504877513,507.32154481028056
1.0,287.0,338.0,310.18,0.76,371.07873575284407,263.84844116221393
1.0,19.0,318.0,299.44,0.8,366.1715899132214,245.55772801199262
4.0,226.0,333.0,229.6825,2.15,273.8112966921703,568.0395460835985
1.0,156.0,256.0,269.73,0.96,352.59698070510325,315.1100896125289
1.0,91.0,198.0,530.31,1.17,471.65694931672994,515.673180055627
1.0,87.0,137.0,600.05,1.53,503.52141401461483,731.3577364156644
8.0,316.0,345.0,395.73375,3.87,399.17198028567293,1498.3332444697407
2.0,166.0,247.0,313.075,1.57,353.7959286423203,535.2624681713106
3.0,53.0,82.0,355.52666666666664,4.61,374.47900687564515,1729.0904974945095
10.0,228.0,257.0,410.36,6.07,411.62979264383046,2441.274022951395
4.0,366.0,394.0,279.7425,1.86,312.40326080251907,560.0085029975835
1.0,126.0,184.0,261.3,1.24,348.745282434338,406.9301592982915
7.0,280.0,331.0,236.3942857142857,3.55,263.38174570849947,905.7114006953391
1.0,223.0,288.0,501.52,0.87,458.5026915213169,373.0818355363187
8.0,301.0,382.0,265.59375,3.55,285.8669168339653,981.99464506269
1.0,50.0,296.0,228.29999999999998,0.85,333.6674600220896,252.00235911725596
6.0,350.0,376.0,197.64999999999998,2.77,234.7980201952252,628.1822199505121
3.0,261.0,389.0,394.0800000000001,1.48,402.09175542799994,571.1760270791772
3.0,199.0,224.0,365.53000000000003,2.33,381.64361507256865,863.5027312392982
1.0,61.0,94.0,1085.9,1.95,725.5080812567626,1360.7024342337659
2.0,279.0,346.0,262.485,1.19,322.06458152368225,366.81817979821807
9.0,344.0,380.0,630.1988888888889,3.98,605.9460928788001,2333.732688984891
2.0,295.0,348.0,425.425,1.19,424.26473371800694,480.827902014957
3.0,179.0,348.0,227.08666666666667,1.63,282.4874430489697,442.06098465230764
12.0,348.0,379.0,465.6225,5.22,461.71912455144576,2337.9961134856376
1.0,257.0,351.0,406.61,0.74,415.1379604562717,284.9729413284389
2.0,303.0,394.0,219.145,1.07,294.8806205803777,299.8999262489277
6.0,242.0,302.0,1134.8383333333334,3.33,1017.0219348360367,3285.7207977955927
1.0,137.0,288.0,305.08,0.87,368.74852683458744,296.86878269406975
1.0,96.0,264.0,585.4000000000001,0.94,496.82777467099555,426.98336091155426
2.0,308.0,344.0,803.295,1.2,661.2745011763934,756.9745427797062
4.0,218.0,240.0,132.59,2.81,198.96131116711956,543.1990890167438
3.0,244.0,344.0,1424.9133333333332,1.65,1140.397348529822,1802.971905304556
7.0,372.0,394.0,478.0057142857143,3.06,469.9214123660753,1388.969865680095
6.0,316.0,347.0,421.56,2.96,421.68442338407993,1209.677364812821
3.0,276.0,347.0,979.4833333333332,1.63,821.3705478811448,1288.9475769492124
1.0,11.0,36.0,303.5,3.08,368.02661897363737,1131.007553201764
3.0,64.0,93.0,439.9633333333333,4.29,434.95441181941965,1858.4955000428445
3.0,231.0,267.0,149.70333333333335,2.03,227.06379116907053,445.0202711768335
9.0,302.0,348.0,281.42777777777775,4.28,297.8639079618392,1238.3934920615234
1.0,126.0,178.0,273.85,1.27,354.479423988087,424.54694209237647
4.0,357.0,390.0,212.84,1.88,260.82717452819605,471.76074026111803
3.0,63.0,152.0,133.95000000000002,3.11,215.7809060179009,658.2647661697895
5.0,328.0,381.0,100.764,2.33,162.52339742381008,364.9228356209893
8.0,308.0,347.0,537.75625,3.85,522.8224211498973,1952.674029277939
1.0,59.0,284.0,51.0,0.88,252.65843233446424,199.753430474117
7.0,273.0,358.0,371.8414285714286,3.32,379.16769135206374,1218.4455902676782
6.0,354.0,383.0,359.45,2.73,369.8443336066704,973.6513600740277
7.0,348.0,394.0,216.05571428571426,3.06,245.99547475275048,727.0892361476773
3.0,263.0,336.0,557.6866666666666,1.68,519.2704623661523,837.8263088393826
1.0,141.0,389.0,192.12,0.68,317.1366838137518,195.01235157518835
2.0,268.0,361.0,247.5,1.15,312.6656047185272,343.2417860407389
3.0,356.0,395.0,331.46,1.46,357.241928841061,500.7520205000654
2.0,368.0,390.0,313.865,1.08,354.29143692901187,363.5935902065752
2.0,316.0,375.0,358.31000000000006,1.11,382.16848224800515,405.8863540709847
2.0,270.0,334.0,629.33,1.23,552.1591858671649,648.3158067112468
3.0,91.0,127.0,584.3533333333334,3.52,538.3697178061348,1869.2754880813245
2.0,321.0,379.0,156.805,1.1,255.77937172930245,269.1468786720479
1.0,42.0,210.0,78.0,1.12,264.99483248994017,269.9381964253197
1.0,11.0,36.0,125.10000000000001,3.08,286.5149972056038,880.5086622506855
2.0,175.0,269.0,330.35,1.47,364.6312522532014,514.1200380761762
1.0,22.0,85.0,796.39,2.07,593.2298883303981,1172.0284013602272
6.0,189.0,276.0,284.6333333333334,3.58,307.3986289400061,1071.1595350487225
4.0,251.0,298.0,548.3025,2.36,519.4399743757365,1184.748360786443
1.0,330.0,388.0,147.6,0.68,296.79533066850036,187.17740462266
5.0,260.0,290.0,275.03200000000004,2.93,303.31997016553316,861.0114091037359
4.0,149.0,207.0,411.32,3.15,413.838222003666,1272.3826963054428
3.0,95.0,126.0,322.18,3.54,350.59538794794713,1224.068278407047
7.0,326.0,387.0,743.2671428571429,3.11,696.6780991593836,2091.7920166649774
2.0,230.0,256.0,443.5,1.53,435.60183787237315,639.9974066459059
4.0,351.0,386.0,432.4375,1.9,430.11800230930504,785.0230401545018
1.0,164.0,197.0,289.91,1.18,361.8172975620479,401.52028235911473
1.0,61.0,93.0,505.75,1.96,460.43539421234146,869.5429565777505
4.0,349.0,389.0,198.72750000000002,1.88,249.94764808977624,453.1002074154801
2.0,132.0,225.0,30.479999999999997,1.69,176.54508778461073,288.10541398904843
5.0,290.0,383.0,537.3700000000001,2.32,515.2710529800381,1151.6169297113013
4.0,163.0,207.0,362.7675,3.15,376.4084110274832,1157.3399460115688
1.0,45.0,385.0,83.14,0.68,267.34331755657524,155.54034275008038
3.0,89.0,341.0,194.62666666666667,1.66,259.238874364651,412.07679821684604
1.0,7.0,73.0,335.35,2.25,382.5790021200044,822.4183363772722
7.0,298.0,383.0,501.23428571428576,3.13,489.77817753714214,1483.9564933889405
68.0,372.0,394.0,269.9954411764706,27.33,272.612212820109,7252.90340396338
9.0,291.0,344.0,341.3288888888889,4.33,350.7767341740583,1473.0082006192515
6.0,287.0,355.0,441.73,2.91,438.5193068297465,1233.3436755483044
3.0,203.0,267.0,347.06333333333333,2.03,368.4173806803808,722.0281520818769
7.0,237.0,291.0,207.48000000000002,3.95,238.6645915226205,915.7390810179253
5.0,258.0,310.0,532.188,2.77,511.0843529550902,1371.1285730936381
2.0,153.0,340.0,264.995,1.21,323.6389179788667,374.0525677584819
7.0,353.0,389.0,377.51142857142855,3.09,384.0146471309053,1147.8395994619361
5.0,285.0,358.0,167.06,2.46,216.08601125127853,512.2336977373452
20.0,358.0,395.0,549.1245,8.21,542.0105734365287,4324.212900432328
5.0,357.0,390.0,414.416,2.28,415.93266724722525,915.018743353145
3.0,249.0,390.0,431.46999999999997,1.48,428.8712989617852,607.826139451445
2.0,317.0,394.0,155.54500000000002,1.07,254.98906737331345,259.3346485007545
1.0,95.0,140.0,298.18,1.51,365.5958912392992,523.3174891003192
2.0,270.0,338.0,272.48,1.22,328.333702188849,381.5804684532322
1.0,212.0,249.0,172.49,0.98,308.16766399701135,283.4337163240958
2.0,98.0,166.0,246.38,2.13,311.9631119576481,645.3784377063688
3.0,340.0,378.0,566.9466666666667,1.52,525.9026788176863,766.1463087487715
2.0,92.0,345.0,243.315,1.2,310.04066525042083,353.4975760050418
2.0,77.0,388.0,174.52499999999998,1.08,266.8938107674971,274.39849188759274
17.0,358.0,394.0,212.33294117647057,7.04,226.05530062954125,1544.5914647685895
6.0,280.0,327.0,254.155,3.12,281.959898682949,851.2503518901776
1.0,83.0,249.0,149.65,0.98,297.73198327289765,267.9457363443889
1.0,301.0,392.0,1616.44,0.67,967.9137752747702,603.8896255536386
2.0,116.0,190.0,907.5,1.93,726.6345530937225,1355.646079416978
2.0,151.0,260.0,94.07000000000001,1.51,216.43036873488143,313.8736798279331
2.0,204.0,278.0,1201.65,1.43,911.1329866763948,1249.9692984327835
3.0,328.0,357.0,243.73333333333335,1.6,294.41015325737874,450.7972846038634
2.0,334.0,385.0,148.60000000000002,1.09,250.6329850301836,260.13285687166035
2.0,238.0,278.0,235.825,1.43,305.3427449120418,418.92135291350974
3.0,239.0,317.0,170.34,1.76,241.84422747268695,410.16284101044965
3.0,34.0,73.0,254.85666666666665,4.92,302.3769301827814,1494.6601503580034
18.0,308.0,389.0,161.01222222222225,7.52,177.19852607969,1293.545951042368
5.0,333.0,387.0,532.194,2.3,511.089200542923,1131.9786793329135
1.0,235.0,345.0,221.5,0.75,330.5605147977475,230.0003463067115
2.0,58.0,94.0,608.945,3.1,539.3731903934855,1657.2165285271776
1.0,119.0,166.0,288.9,1.34,361.35582481549113,456.47924158852595
2.0,357.0,388.0,360.455,1.08,383.5138813302244,395.3593368910193
94.0,370.0,393.0,196.6958510638298,37.76,199.51318366181076,7334.594705912194
6.0,257.0,381.0,874.6550000000001,2.74,799.8600066668906,2114.9989240684695
