cust_id,invoice,total_sale,total_pieces
13477,495439,422.7,144
13477,506381,387.14,393
13477,512422,179.84,148
13477,521979,369.51,365
13477,521980,20.4,24
13478,496343,386.19,277
13478,501541,1225.2,574
13478,501543,39.12,72
13478,512547,183.5,66
13478,520666,381.77,200
13479,519718,23.7,14
13479,519718,363.66,476
13479,522283,163.06,92
13480,496200,493.94,202
13480,527881,133.88,160
13481,490281,311.2,148
13481,501166,427.98,169
13481,506469,416.86,246
13481,516437,360.09,165
13481,516438,59.2,14
13481,536061,450.95,171
13482,501923,151.45,71
13484,500834,165.78,112
13484,534179,311.14,68
13485,490062,165.3,86
13485,490806,39.4,13
13485,505189,629.58,356
13485,510053,474.77,433
13485,515290,248.18,170
13485,526707,396.17,151
13485,531479,320.1,170
13485,531480,80.7,12
13485,535652,185.58,106
13485,535653,25.2,24
13487,490364,103.95,25
13487,516633,167.52,72
13488,495407,350.73,185
13488,508592,380.58,150
13488,508593,925.35,547
13488,512608,1106.52,732
13488,518375,491.36,258
13488,518376,66.65,15
13488,518379,29.7,18
13488,518482,547.96,252
13488,527928,983.8,576
13488,531176,355,124
13488,537604,1381.92,516
13490,498906,154.25,25
13491,490536,221.9,78
13491,491034,305.5,122
13491,492432,273.88,140
13491,494441,182.46,96
13491,496933,243.65,159
13491,500737,401.31,149
13491,503729,307.26,154
13491,507397,186.98,64
13491,508910,227.25,83
13491,511045,85.73,79
13491,512176,60.18,26
13491,514842,218.36,104
13491,517117,78.68,30
13491,520559,120.9,58
13491,524562,122.7,48
13491,526802,131.25,33
13491,532992,83.85,23
13491,536761,98.9,36
13495,490637,452.16,236
13495,491995,367.75,161
13495,502255,390.6,284
13495,526404,988.36,648
13495,534864,619.57,307
13495,537419,510.95,209
13497,497237,216.95,81
13497,500456,232.64,116
13497,502433,132.64,72
13497,515896,236.55,93
13497,537298,153.5,54
13498,491124,327.38,362
13500,530548,299.53,229
13501,508822,595.17,315
13501,518649,949.62,378
13502,511585,307.9,142
13502,527974,180.6,84
13503,498104,927.27,457
13503,498110,3.75,3
13503,510446,371.85,159
13503,514329,81.2,4
13503,519483,304.47,247
13506,521381,427.32,320
13506,528094,230.49,197
13506,531834,221.75,101
13506,537129,301.12,232
13508,500316,176.08,156
13509,516439,135,108
13510,492878,266.7,135
13510,496370,388.88,228
13510,505732,657.21,364
13510,513161,454.5,193
13510,513162,13.92,48
13510,527944,528.56,403
13510,535957,456.96,287
13511,496425,282.76,60
13512,506984,153.3,84
13512,519264,120.66,78
13512,533521,188.22,114
13513,498746,299.64,128
13513,523923,319.85,127
13514,495726,346.3,96
13514,507371,242.4,92
13514,525834,75,60
13515,500239,188.1,50
13515,522794,186.6,88
13516,527440,295.85,129
13519,523634,220.46,110
13520,492446,589.4,220
13520,497594,477.68,306
13520,504130,728.8,366
13520,519811,722.82,400
13520,530381,462.95,238
13520,536858,303.4,110
13523,530339,569.69,237
13523,537822,566.95,365
13526,489560,859.1,1585
13526,489564,322.9,326
13527,495158,218.8,118
13527,495369,565.79,313
13527,505712,564.57,216
13527,516711,495.72,180
13527,527379,551.35,243
13530,501279,402.98,272
13531,490080,311.7,126
13531,505565,295.61,97
13531,517515,326.98,98
13531,517516,14.98,2
13531,537840,305.45,103
13534,514998,192.88,82
13534,516841,191.86,70
13534,519030,166.78,64
13534,520372,190.5,110
13534,522471,185.4,128
13534,524206,190.05,95
13534,524208,210.9,102
13534,528333,257.25,121
13534,528334,27,4
13534,535330,238.2,132
13535,530271,89.5,10
13537,522338,415.85,204
13537,526193,302,133
13538,496530,623.78,270
13538,498601,179.76,24
13538,524266,159,20
13538,527302,143.8,68
13538,531477,725.54,406
13539,506227,333.49,110
13539,507239,12.6,6
13539,513196,493.53,220
13539,527127,98.4,54
13540,498611,284.75,125
13540,498612,84.5,12
13540,520718,263.14,52
13541,508867,310.35,91
13541,526160,474.9,188
13542,491424,177.91,35
13542,492800,243,36
13542,496296,129.75,21
13542,497892,174.49,43
13542,499468,248,52
13542,501805,376.44,66
13542,504705,266.3,49
13542,506830,309.03,65
13542,508460,126.83,34
13542,511851,327.16,88
13542,513598,145.57,43
13542,514500,104.86,14
13542,516150,235.65,67
13542,519731,284.02,56
13542,522950,308.56,58
13542,526172,378.9,62
13542,535658,169.7,26
13543,495188,588.45,143
13543,501272,851.16,186
13544,500233,194.32,79
13544,510485,160.07,66
13544,510493,2.55,1
13544,528633,180.65,85
13545,512076,124.14,145
13545,532661,250.5,112
13546,526480,192.41,81
13546,534455,272.74,149
13547,529326,175.53,82
13548,520361,226.58,124
13549,533463,87.6,96
13550,534201,349.51,454
13551,497682,152.4,24
13552,498525,410.86,196
13552,498526,322.1,104
13552,504020,613.1,258
13552,512517,498.9,170
13552,517267,423.19,113
13552,517272,54,24
13552,522941,356.7,90
13552,522942,69,28
13552,525838,42.2,14
13552,525839,448.8,240
13553,496651,517.8,206
13554,522961,106.45,35
13554,524351,441.23,184
13554,525709,303.11,109
13554,527696,206.5,27
13554,527699,48,32
13554,530568,316.95,103
13554,534894,216.04,92
13555,494890,92.35,47
13555,494895,724.13,315
13555,501848,377.87,117
13555,505779,199.5,66
13555,505842,229.5,18
13555,512401,680.74,237
13555,522410,858,514
13555,528640,883.49,432
13555,535421,804.33,421
13556,524607,107.22,98
13556,525736,93.6,36
13557,491006,272.5,130
13557,492546,141,60
13557,493577,311.42,302
13557,496088,301.4,423
13557,500339,337.56,324
13557,502495,161.5,38
13557,514347,155.73,140
13557,522042,302.74,191
13557,523414,24.75,5
13557,528040,367,217
13557,528109,72.6,22
13559,512172,330,120
13559,515817,660,240
13561,499487,199.5,138
13561,500340,152.75,70
13561,500342,9.3,6
13561,504555,217.13,120
13561,508467,217.55,141
13561,512068,240.5,144
13561,519182,136.97,117
13561,525089,119.47,67
13561,529815,213.98,144
13561,531362,171.71,106
13562,494483,939.4,202
13562,496774,300.3,170
13562,496775,360.3,54
13562,513939,677.55,217
13562,530432,761.3,203
13564,489788,119.16,38
13564,490636,425.09,164
13564,492465,193.85,62
13564,492500,6.6,4
13564,494915,972.44,617
13564,495514,144.65,70
13564,497124,661.34,256
13564,499463,464.94,160
13564,502494,463.35,191
13564,504326,408.7,177
13564,504340,410.84,709
13564,508482,1117.89,584
13564,508488,71.3,14
13564,508489,39.5,10
13564,510997,375.79,148
13564,513560,510.15,239
13564,513561,14.85,3
13564,515165,908.32,528
13564,515167,16.75,9
13564,515168,9.9,2
13564,515907,556.84,377
13564,516648,2.5,2
13564,516696,733.14,343
13564,517712,778.71,370
13564,517718,7.5,6
13564,519401,918.29,889
13564,521150,776.02,296
13564,521151,35.4,12
13564,521156,25.5,2
13564,522826,617.98,306
13564,526091,759.34,508
13564,528766,1108.19,507
13564,531378,604.82,486
13564,533288,700.89,245
13564,537441,540,256
13565,528762,174.58,88
13566,500853,291.12,223
13566,516165,279.62,252
13566,524945,262.67,216
13567,512539,415.89,220
13567,520186,190.59,101
13567,520188,84.51,34
13567,525854,392.7,290
13569,525856,238.5,127
13569,534630,163.21,67
13569,537595,118.32,44
13571,490893,111.24,76
13571,498581,160.19,74
13571,501134,254.6,88
13571,502484,123.37,78
13571,507377,285.83,185
13571,511631,224.7,116
13571,512590,253.55,113
13571,515157,129.2,109
13571,518150,132.37,124
13571,521653,171.38,109
13571,525707,132.2,74
13571,529159,111.9,70
13571,533149,185.76,107
13571,534394,177.93,115
13573,501128,81.85,42
13573,522801,56.72,29
13573,535314,310.25,207
13573,535318,173.25,79
13574,528730,421.25,316
13576,490958,328.8,120
13576,494327,430.83,165
13576,498726,319.32,122
13576,503427,545.48,163
13576,507132,699.17,429
13576,508253,413.2,184
13576,515259,520.52,240
13576,520197,365.08,164
13576,523572,420.97,135
13576,532599,441.88,138
13576,536595,349.15,108
13577,491958,99.86,27
13577,492014,13.5,2
13577,492535,286.04,158
13577,505196,225.08,88
13577,513801,314.99,159
13577,527114,662.91,326
13577,534223,199.3,110
13578,529094,147.66,127
13579,498365,383.55,295
13579,522039,324.7,152
13579,530421,199.05,95
13579,537223,164.7,46
13580,529764,107.75,45
13581,528368,162.53,89
13582,503450,77.5,34
13582,532896,164.18,72
13583,496222,664,372
13584,496493,1.3,2
13584,517514,248.75,324
13585,489613,12.75,1
13585,507654,353.42,682
13585,513618,318.37,703
13586,512551,131.53,39
13587,497905,568.3,276
13587,522761,375.1,202
13587,522763,17.7,6
13589,490396,269.15,77
13589,507375,159.4,34
13589,514211,224.04,38
13589,522751,88.5,30
13590,489575,367.28,300
13590,495912,558.14,436
13590,499032,304.36,288
13590,504416,159,64
13590,517336,486.33,358
13590,523623,320.7,166
13590,525020,1018.36,816
13590,525079,17.7,6
13590,526614,137.19,157
13590,529138,317.32,344
13590,532122,308.24,286
13590,535932,373.05,207
13591,491949,53.2,4
13591,504698,495.26,156
13591,506901,105.35,33
13591,524606,323,172
13593,499850,456.95,264
13593,499864,23.8,4
13593,501858,418.15,152
13593,503824,389.43,133
13593,511027,513.26,208
13593,514993,611.67,250
13593,519570,452.6,182
13593,522248,164.35,72
13593,533487,456.4,194
13594,518688,136.35,37
13595,499973,547.69,264
13595,507373,197.34,62
13595,515324,73.19,27
13597,530168,380.21,221
13597,530854,16.5,10
13598,499326,244.37,117
13598,499327,24,4
13598,507395,123.01,57
13598,517728,218.04,165
13599,489547,641.45,595
13599,492208,334.14,239
13599,496626,1045.45,563
13599,500917,451.68,184
13599,510246,356.8,304
13599,510249,79.6,8
13599,523156,595.06,494
13599,523157,381.4,148
13599,525262,214.72,132
13599,525264,40.8,48
13599,531827,432.02,208
13599,531829,88,32
13599,537680,253.24,173
13599,537682,99.6,72
13600,501305,298.9,275
13601,511990,207.58,122
13601,532612,284.24,302
13602,510292,169.38,58
13602,524690,289.2,165
13602,534543,137.7,48
13604,498511,717.62,242
13605,508650,169.89,130
13605,533554,352.78,295
13607,530269,400.3,178
13608,512712,236.2,113
13609,505718,167.35,19
13610,493704,346.75,165
13610,495715,114.28,37
13610,500128,128.55,56
13610,509019,133.35,47
13610,515771,83.54,21
13610,523564,125.09,50
13610,533535,112.44,17
13611,489896,337.93,227
13611,502399,302.86,144
13611,503934,141.08,50
13611,513208,321.24,200
13611,520050,379.05,210
13611,533127,355.15,249
13611,536325,310.42,156
13612,501523,818.29,444
13613,498164,468,194
13613,502273,159.5,40
13613,522148,344.85,193
13613,522150,50.5,14
13613,522207,17,4
13614,511073,304.85,88
13614,532169,443.88,170
13615,496062,808.15,359
13615,502845,351.69,161
13615,509535,580.13,269
13615,516610,1748.57,772
13615,526096,488.1,218
13615,527922,578.05,263
13615,531130,1300.15,679
13616,494668,182.25,143
13616,509150,105.85,32
13617,517741,112.2,38
13617,521395,135.17,41
13617,522970,112.08,34
13617,527018,202.48,99
13617,529321,172.64,81
13619,496725,102.74,41
13619,512072,128.95,43
13620,513959,112.34,74
13622,494227,658.95,379
13623,489830,637.04,242
13623,495176,413,178
13623,511267,384.05,132
13623,525934,176.05,84
13623,534848,208.57,93
13624,533148,462.08,820
13625,505443,301.26,144
13626,535336,449.81,189
13627,500711,304.4,134
13627,518407,303.03,229
13628,496462,310.14,106
13629,497716,660,400
13629,504551,660,400
13629,508756,660,400
13629,514525,990,600
13629,519223,495,300
13629,521181,330,200
13629,525714,1018.5,600
13629,528423,765,450
13632,503772,366.19,175
13632,508070,515.8,136
13632,531903,644.89,291
13634,494002,290.12,164
13634,494661,150.18,70
13634,501146,256.77,97
13634,507372,553.92,156
13634,508382,553.92,156
13634,512937,392.7,151
13634,522105,345.91,223
13634,522106,505.91,220
13634,531330,94.01,41
13634,535795,322.58,113
13634,536158,32.29,1
13635,489442,382.37,275
13635,492020,414.78,202
13635,523591,1130.98,730
13639,524413,312.93,197
13640,503827,405,108
13641,490378,224.1,134
13641,492325,212.1,418
13641,492328,271.56,336
13641,492935,74.1,1
13641,500579,234.61,209
13642,525032,116.32,60
13642,525033,41.95,19
13642,525035,1.65,1
13643,490851,311.8,90
13643,500580,143.45,41
13643,506862,96.3,26
13643,518740,135.42,40
13643,527654,305.45,153
13643,533289,325,120
13643,534441,319.91,159
13646,531043,282.5,74
13646,531080,43.75,5
13647,504631,315.5,206
13647,509394,516.7,338
13647,517755,541.46,362
13647,517757,19.9,2
13648,489666,263.09,203
13648,497215,310.44,192
13648,505557,378.87,155
13648,520322,414.32,214
13648,520323,17.7,6
13648,520423,19.8,12
13648,529347,310.95,163
13648,530849,48.85,15
13649,514208,310.41,188
13649,515902,307.1,156
13649,519791,111,40
13649,531379,405.97,273
13649,537830,197.8,67
13650,495575,505.13,254
13650,508823,588.68,322
13650,514296,47.25,27
13650,536223,310.6,221
13651,534462,132.65,29
13652,499275,393.96,349
13652,525883,773.01,531
13652,537231,308.8,112
13653,518417,152.2,72
13654,489780,159.98,90
13654,499988,98.7,42
13654,520291,484.35,551
13654,528629,1872.44,1431
13654,535037,985.2,466
13655,505988,523.08,246
13655,506300,57.5,38
13655,527316,480.48,244
13655,536044,286.48,92
13656,505616,325.15,187
13656,517301,374.05,185
13658,497027,982.26,391
13658,511803,834.25,271
13658,518077,889.02,258
13658,534217,680.8,232
13659,498141,421.03,190
13659,500921,611.84,350
13659,503159,362.77,159
13659,504618,427.19,248
13659,504619,43.92,72
13659,509186,641.74,252
13659,512273,95.44,54
13659,514323,164.7,34
13659,518069,258.9,102
13659,527938,294.15,184
13660,530915,314.59,137
13661,504655,325.24,118
13662,498522,127.34,58
13662,498524,173.13,131
13662,513337,232.88,132
13662,513339,195.8,62
13662,524019,375.5,179
13662,524020,43.45,13
13662,533838,159.7,52
13662,533839,44.55,9
13663,499880,545.45,291
13663,526897,913.5,330
13663,527391,275.34,138
13663,534857,123.75,43
13665,516875,632.81,671
13665,526892,620.57,470
13665,533661,458.28,511
13666,490159,19.5,2
13666,527345,23.75,11
13668,491625,615.3,110
13668,494994,216,32
13668,500872,441.65,91
13668,501866,280.2,316
13668,502611,251.78,120
13668,503945,356,80
13668,511064,422.84,68
13668,512780,345,56
13668,515114,655.41,113
13668,518847,1190.67,608
13668,519596,467.16,237
13668,525391,590.05,119
13668,532738,294.29,83
13668,534083,600,358
13669,529514,195,156
13671,531863,194.95,107
13672,491061,233.53,81
13674,525004,240.68,102
13676,503230,128.3,62
13676,512922,115.6,42
13677,515016,42.24,49
13677,515016,231.72,102
13677,529821,282.23,67
13679,490360,126.8,34
13679,505070,52.75,22
13679,517958,101.71,46
13680,490299,621.22,193
13680,491092,844.12,351
13680,492169,823.81,361
13680,494471,1639.12,650
13680,498379,941.57,430
13680,499972,773.79,497
13680,517521,1166.46,377
13680,520344,903.16,457
13683,521695,258.6,180
13684,502854,190.53,86
13684,509971,206.39,41
13684,532664,132.83,69
13686,530559,225.44,246
13686,534882,111.6,62
13687,524174,11880.84,87167
13688,501151,375.5,130
13689,523206,349.5,210
13691,531543,212.78,145
13692,527278,1125.08,799
13692,529202,501,76
13693,490607,173.55,71
13693,491163,179.6,72
13693,492372,195.5,58
13693,493875,237.45,91
13693,495350,118.31,85
13693,505694,255.66,216
13693,519900,214.1,98
13693,532558,340.1,138
13693,536360,297.55,51
13694,490320,867.89,1327
13694,490324,672,320
13694,490327,990,600
13694,490725,343.44,308
13694,490726,561.6,288
13694,491812,13854.2,20524
13694,491813,157.5,126
13694,491815,177.84,468
13694,492322,352,128
13694,492347,1209.58,1660
13694,492348,540.66,378
13694,493325,701.2,624
13694,493436,3000.24,3264
13694,493437,758.4,192
13694,493438,360,288
13694,493439,2021.72,2668
13694,493995,2699.44,3403
13694,494432,1240,800
13694,494515,2370.78,3130
13694,494643,1936.74,1955
13694,495302,189,90
13694,495906,4385.71,4872
13694,495907,602.3,310
13694,495995,37.05,19
13694,496994,1653.76,1296
13694,498925,369,180
13694,498926,523.5,654
13694,498928,4168.98,3676
13694,499519,61.2,72
13694,499520,796.4,352
13694,499521,2377.38,2184
13694,499523,1945.8,1726
13694,499524,1943.52,6456
13694,499525,132,1200
13694,499769,1518.8,552
13694,500567,1509.6,1058
13694,501611,1835,708
13694,501614,3137.85,2041
13694,501667,906.82,394
13694,501800,595.8,236
13694,502525,2779.34,1642
13694,502532,2640,1600
13694,502535,937.54,590
13694,502771,2585.75,3506
13694,502772,120,96
13694,502781,45.6,120
13694,503163,1652.22,1586
13694,503165,1180.92,760
13694,503167,92.16,144
13694,503168,408,96
13694,503190,99,20
13694,503955,3242.22,1722
13694,503959,992.64,972
13694,503961,195,100
13694,503962,172.4,88
13694,504542,2113.68,2400
13694,505146,907.44,584
13694,505148,64.35,33
13694,505568,978.21,895
13694,506230,2222.08,1456
13694,506231,151.2,720
13694,506317,673.74,426
13694,507251,244.8,96
13694,507253,2085,1300
13694,507254,108,432
13694,508333,5106.73,5021
13694,508335,120,1200
13694,508337,109.44,288
13694,510164,882.6,316
13694,510663,1664.89,1581
13694,510742,682.56,768
13694,510988,326.88,480
13694,510989,113.9,134
13694,510990,61.2,72
13694,510996,280.8,432
13694,512721,738.6,340
13694,513963,3499.8,2402
13694,514521,1172.64,256
13694,515825,432,64
13694,515826,432,384
13694,517665,887.68,768
13694,518792,2403.84,3140
13694,518794,228.96,216
13694,521566,3960.1,2642
13694,521567,1226.8,1160
13694,524096,934.8,1176
13694,524097,868.5,270
13694,524729,1149.6,592
13694,525760,2990.44,2354
13694,525763,105.6,64
13694,525970,4045,3430
13694,532296,3465,2100
13694,534793,2514.72,1328
13694,536437,842.12,1004
13695,507705,266.6,188
13696,497677,306,288
13696,506066,1080.2,196
13696,526933,634.2,68
13698,495807,184.3,42
13698,505464,281.23,189
13699,511271,455.57,153
13700,497195,54.3,51
13700,497488,27.25,11
13700,527483,266.79,443
13701,522962,161,80
13702,523020,135.18,74
13703,528088,326.06,118
13705,502661,250.45,153
13705,512910,279.35,155
13705,516257,159.14,106
13705,523727,316.39,129
13705,536392,318.14,103
13706,502100,300.38,112
13707,513020,720.5,318
13707,525571,1299.85,1007
13707,525572,539.1,534
13709,494032,306.74,172
13709,503255,181.15,71
13709,511700,283.44,74
13709,522991,444.97,285
13709,522992,47.4,12
13710,503694,228,120
13710,526502,101.04,40
13711,492233,126.5,22
13711,493873,589.07,342
13711,494505,169.33,75
13711,495394,135,20
13711,502105,163.41,67
13711,507564,176.81,57
13711,529768,180.08,96
13712,503867,537.58,776
13713,507042,250.48,86
13713,520398,340.63,153
13713,529338,152.15,47
13714,520861,161.35,50
13715,501010,848.03,353
13715,506264,183.76,120
13715,510157,568.82,377
13715,510942,300.47,153
13715,513274,436.28,280
13715,513827,755.02,570
13715,515813,520.7,274
13715,517047,661.02,468
13715,519237,611.39,346
13715,520871,686.37,405
13715,525297,523.24,270
13715,531774,1036.2,648
13715,536605,272.65,107
13717,518686,179.97,83
13717,521819,138.32,102
13719,508635,401.63,258
13719,510549,470.8,240
13719,512947,107.71,68
13719,516446,138.3,50
13719,519584,159.5,106
13719,532233,495.63,268
13721,531826,217.4,196
13722,499969,664.54,484
13722,517154,1095.06,631
13722,517159,127.4,60
13722,522810,734.5,233
13722,522811,160.2,60
13722,527140,337.7,138
13722,527142,140.6,52
13723,503813,320.23,149
13723,510299,100.35,33
13723,528115,2.95,1
13723,528130,423,301
13723,532641,162.82,102
13724,501126,213.01,130
13727,491085,130.6,12
13727,493810,93.05,21
13727,499403,128.55,33
13727,503775,143.12,80
13727,503777,238.5,59
13727,503785,12.75,3
13728,491145,135,44
13728,493922,194.1,46
13728,498136,194.74,26
13728,505362,183.3,116
13728,510332,237.94,142
13728,516111,169.14,114
13728,519393,182.58,98
13728,521775,210.68,124
13728,526755,128.1,38
13728,533502,203.45,63
13729,495387,357.88,272
13729,524024,361.75,145
13729,524622,5.1,2
13733,490326,149.1,62
13733,528880,337.93,273
13734,504707,279.6,8
13734,515281,2970.75,85
13734,515296,3031.4,124
13734,516264,419.89,86
13735,491697,493.37,217
13735,495178,534.7,289
13735,499237,986.64,398
13735,503979,708.76,229
13735,508219,402.91,191
13735,514289,545.55,163
13735,532083,1415.44,736
13735,532087,1176.65,597
13735,535777,663.96,208
13736,490461,720.79,381
13736,512071,648.51,295
13736,521515,395.59,223
13736,521527,5.8,4
13736,526179,263.62,152
13738,531496,440.93,240
13739,514018,75.3,22
13740,489798,311.69,97
13740,507920,310.9,158
13740,516715,309.14,86
13740,528098,315.29,225
13745,512047,477.32,650
13746,528475,176.69,83
13747,526241,90.2,52
13747,536393,79.6,8
13748,489650,173.1,90
13748,527442,407.2,223
13748,530430,369.6,176
13748,534237,166.2,100
13748,536371,204,80
13750,503545,313.1,84
13750,507114,307.66,82
13750,512066,317.76,136
13750,528596,325.68,264
13750,532100,365.28,192
13750,534776,325.44,96
13752,514015,404.45,131
13753,489909,642.2,428
13753,499384,335,220
13753,505184,376.11,290
13754,524334,164.45,101
13756,492175,182.25,49
13756,495059,226.89,136
13756,499122,192.14,147
13756,508068,275.11,173
13756,514108,354.75,260
13756,523579,484.07,297
13756,527044,421.61,227
13756,530488,297.6,116
13756,533953,1050.76,560
13756,537509,532.8,288
13757,496662,195.55,54
13758,489446,996.1,382
13758,492051,870.84,364
13758,495945,1025.87,673
13758,497039,102.84,1
13758,506289,686.52,428
13758,526271,782.6,364
13758,532758,463.81,371
13758,535669,579,240
13758,536425,362.45,137
13758,537851,356.4,264
13760,505715,298.32,169
13760,513183,375.72,104
13760,529978,402.81,153
13761,498554,311.9,204
13761,508247,277.5,98
13761,516929,171.82,77
13761,516930,120.3,58
13762,493983,447.36,824
13762,499469,679.92,624
13762,503980,646.8,600
13762,505740,391.68,288
13763,524837,3196.48,2460
13763,527548,306,36
13764,500329,583.25,300
13764,500331,369.99,543
13764,509030,478.26,324
13765,499056,352.82,297
13766,517737,190.35,137
13767,489465,1197.8,408
13767,490724,716.04,306
13767,491743,597.56,184
13767,493860,452.6,180
13767,495577,301.8,290
13767,496517,550.8,286
13767,497500,192.42,130
13767,498301,673.12,392
13767,502671,403.28,112
13767,502785,181.58,90
13767,502814,397.54,126
13767,508182,509.04,274
13767,511075,323.8,220
13767,511076,13.92,48
13767,511937,438.28,274
13767,511939,310.77,191
13767,516465,357.16,148
13767,516946,330.9,102
13767,519878,548.56,320
13767,520092,694.6,140
13767,522118,349.96,132
13767,523955,714.4,352
13767,525441,598.5,246
13767,527261,1351.8,580
13767,529596,272.2,64
13767,529618,282.5,118
13767,530171,244.68,92
13767,531894,467.8,204
13767,531897,63.6,8
13767,533353,369.9,122
13767,533354,95.4,12
13767,534768,645.4,152
13767,535080,695.8,332
13767,535192,279.6,136
13767,536059,683.6,344
13767,536345,376.5,158
13767,536395,507.88,260
13767,536794,322.8,96
13767,537179,806.28,284
13768,491048,519.42,262
13768,491651,356.55,111
13769,492304,214.25,61
13769,498463,304.61,145
13769,503778,312.5,134
13769,505511,152.69,51
13769,512523,318.15,123
13769,516346,322.42,138
13769,521546,374.5,282
13769,521548,14.85,3
13769,523494,250.94,200
13769,528783,416.7,152
13769,537612,322.3,122
13770,491112,174.33,111
13770,500019,90,72
13770,524508,343.44,189
13770,526902,177.6,96
13771,499234,869.56,318
13771,510134,754.35,373
13771,510135,136.9,46
13771,511325,977.86,704
13771,513431,355.7,222
13772,498899,562.6,233
13772,507121,269.48,117
13772,515908,264.26,90
13772,530809,342.69,221
13772,530818,543.06,249
13773,498326,91.4,32
13773,531432,210.14,142
13775,506228,1049.66,455
13776,525905,311.99,1
13776,525909,311.99,1
13777,489675,4939.22,1930
13777,489676,1210.8,840
13777,490160,244.8,96
13777,490855,363.6,216
13777,492443,366.62,190
13777,494654,587.52,276
13777,497498,332.4,144
13777,499760,309.6,108
13777,501318,329.5,149
13777,503247,357,124
13777,504351,334.8,72
13777,505696,290.4,120
13777,510554,319.2,96
13777,512057,173.4,96
13777,512058,45,36
13777,515175,306.22,130
13777,516761,456.24,144
13777,520387,215.9,122
13777,522879,160.5,102
13777,523965,659.68,224
13777,525438,2486.34,1082
13777,525440,677,532
13777,526621,1057.68,312
13777,528055,815.88,292
13777,531837,3525.52,1520
13777,531838,497,388
13777,531839,1402.8,600
13777,531840,1196.48,352
13777,536575,1552.98,858
13777,536576,2558.42,1122
13777,536577,497,388
13777,536579,315.96,276
13777,536581,330,200
13777,536583,198,120
13777,536584,1132.8,384
13777,537848,180,144
13777,537849,75,60
13778,509425,352.71,149
13778,513413,472.53,257
13778,518226,120.55,35
13779,515386,161.13,53
13780,529587,375.81,163
13781,492774,314.44,140
13781,505891,336.55,130
13782,490483,132.4,28
13782,494658,135.58,53
13782,505708,166.28,56
13782,508480,148.08,36
13782,514504,39,7
13782,518371,114.63,33
13782,522071,145.75,65
13783,496877,488.88,648
13783,500828,496.56,1016
13783,508909,349.8,788
13783,518423,206.85,985
13784,522585,389.19,317
13784,523948,10.1,4
13784,524861,48.15,13
13785,521396,80.23,37
13785,521405,231.76,60
13785,525745,210.7,42
13785,525746,19.8,12
13786,490081,723.09,323
13786,501301,661.04,304
13786,504145,549.51,308
13786,506416,319.6,64
13786,534171,644.9,381
13786,537619,230.4,136
13787,494391,164.34,172
13787,498694,237.09,235
13787,510763,103.5,26
13787,521571,408.53,228
13788,516751,3.75,1
13789,533281,239.46,258
13792,526763,188.4,64
13793,499873,96,52
13794,511945,126.03,63
13795,501101,222.5,314
13795,516537,209.85,295
13795,529820,189.6,160
13795,533320,214.35,481
13796,517352,289.7,218
13797,499756,354.49,243
13797,509146,312.38,118
13797,524423,512.58,212
13798,490968,484,276
13798,492174,478.16,856
13798,492442,323,44
13798,493434,1021.02,762
13798,494281,317.64,244
13798,495071,455,300
13798,495937,363.1,264
13798,495938,582.3,242
13798,497227,1690.32,1234
13798,498284,365.9,298
13798,498827,778.68,232
13798,499660,305.04,200
13798,500425,343.35,93
13798,500839,386,366
13798,501533,320.12,272
13798,501899,1089.98,546
13798,503256,305.76,120
13798,503995,716.46,358
13798,505737,553.74,338
13798,505738,327.22,222
13798,505991,339.6,292
13798,507285,336.8,184
13798,507286,358.22,226
13798,507287,386.6,148
13798,508501,3681,2461
13798,510222,310.62,218
13798,510728,307.72,180
13798,511995,412,216
13798,512537,524.22,402
13798,513781,344.5,126
13798,514695,639.9,270
13798,514859,367.2,144
13798,514877,427,228
13798,516153,2819.16,1834
13798,518157,905.48,828
13798,519405,419.42,258
13798,520063,2815.29,1589
13798,521376,618.04,392
13798,522017,402.9,398
13798,522359,371.34,178
13798,524025,1179.64,516
13798,524026,487,400
13798,525278,590.22,334
13798,525304,440.76,460
13798,525979,475,300
13798,527416,2392.46,1696
13798,530338,374.1,182
13798,531214,695.22,350
13798,532346,1311.6,544
13798,533325,572.02,286
13798,535261,577.62,502
13798,535262,444.72,312
13798,536014,740.86,518
13798,536824,408,160
13799,500297,378.3,66
13799,504136,384.27,153
13799,508453,148.5,22
13799,512132,308.26,334
13799,518614,311.13,167
13799,520225,289.71,177
13799,523283,294.54,218
13800,489905,478.7,242
13800,525455,642.54,318
13802,498037,404.76,142
13802,501137,324.8,72
13802,503332,382.55,97
13802,504100,1326.3,680
13802,504102,50.8,8
13802,506293,1898.57,739
13802,507399,1438.19,729
13802,510067,1894.34,918
13802,511558,1708.86,876
13802,513607,1903.16,1098
13802,515348,1583.82,1072
13802,518206,2675.14,1744
13802,520508,784.52,430
13802,523195,1676.36,1106
13802,527204,1311.6,698
13802,536183,2295.92,1148
13803,503246,433.53,231
13803,525108,628.31,479
13804,524421,542.73,311
13804,524799,30,24
13807,490282,107.95,43
13807,508395,201.65,37
13807,537649,112.6,36
13809,521372,127.05,44
13809,531844,397.6,208
13813,490395,283.15,167
13813,497517,283.98,138
13813,504789,359.61,163
13813,513995,471.87,272
13814,514152,678.2,350
13815,497740,738.86,794
13815,511105,1286.18,1070
13815,520950,528.94,297
13815,529622,894.4,660
13818,525697,61.28,60
13819,489641,622.1,462
