invoice,stockcode,desc,quantity,date,price,cust_id,country,month,year,total_price
C497585,85060,WOOD FAN WITH FLOWER DESIGN,-24,2010-02-10 16:25:00,1.25,16013,United Kingdom,2,2010,-30.0
C497585,21876,POTTERING MUG,-12,2010-02-10 16:25:00,1.25,16013,United Kingdom,2,2010,-15.0
C497585,21836,GINGHAM OVEN GLOVE RED HEART ,-4,2010-02-10 16:25:00,3.75,16013,United Kingdom,2,2010,-15.0
C497585,22218,CAKE STAND LACE WHITE,-3,2010-02-10 16:25:00,4.25,16013,United Kingdom,2,2010,-12.75
C497585,22260,FELT EGG COSY BLUE RABBIT ,-12,2010-02-10 16:25:00,0.85,16013,United Kingdom,2,2010,-10.2
C497585,22262,FELT EGG COSY CHICKEN,-12,2010-02-10 16:25:00,0.85,16013,United Kingdom,2,2010,-10.2
C497585,22281,EASTER TREE YELLOW BIRDS,-10,2010-02-10 16:25:00,5.95,16013,United Kingdom,2,2010,-59.5
C497585,22293,"SPRING DEC , HANGING CHICK  GREEN",-24,2010-02-10 16:25:00,1.45,16013,United Kingdom,2,2010,-34.8
C497585,22291,"SPRING DEC , HANGING CHICK CREAM",-24,2010-02-10 16:25:00,1.45,16013,United Kingdom,2,2010,-34.8
C497585,22270,HAPPY EASTER HANGING DECORATION,-12,2010-02-10 16:25:00,3.75,16013,United Kingdom,2,2010,-45.0
C497585,22077,6 RIBBONS RUSTIC CHARM,-12,2010-02-10 16:25:00,1.65,16013,United Kingdom,2,2010,-19.799999999999997
C497585,85176,SEWING SUSAN 21 NEEDLE SET,-12,2010-02-10 16:25:00,0.85,16013,United Kingdom,2,2010,-10.2
C497585,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-02-10 16:25:00,4.95,16013,United Kingdom,2,2010,-14.850000000000001
C497585,21155,RED SPOTTY PEG BAG,-6,2010-02-10 16:25:00,2.1,16013,United Kingdom,2,2010,-12.600000000000001
C497595,22325,MOBILE VINTAGE HEARTS ,-9,2010-02-11 09:45:00,4.95,12644,Germany,2,2010,-44.550000000000004
C497611,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,-2,2010-02-11 11:47:00,6.35,17961,United Kingdom,2,2010,-12.7
C497613,22172,METAL SHELF WITH RAIL ,-1,2010-02-11 11:55:00,8.5,15044,United Kingdom,2,2010,-8.5
C497613,85066,CREAM SWEETHEART MINI CHEST,-1,2010-02-11 11:55:00,12.75,15044,United Kingdom,2,2010,-12.75
C497614,22030,SWALLOWS GREETING CARD,-24,2010-02-11 11:57:00,0.42,14451,United Kingdom,2,2010,-10.08
C497616,21258,VICTORIAN SEWING BOX LARGE,-1,2010-02-11 12:13:00,10.95,14527,United Kingdom,2,2010,-10.95
C497616,21540,DAIRY MAID CERAMIC BUTTER DISH,-1,2010-02-11 12:13:00,4.25,14527,United Kingdom,2,2010,-4.25
C497616,21527,RETRO SPOT TRADITIONAL TEAPOT ,-1,2010-02-11 12:13:00,6.95,14527,United Kingdom,2,2010,-6.95
C497617,84948,SILVER HANGING T-LIGHT HOLDER DOME,-1,2010-02-11 12:17:00,1.65,12712,Germany,2,2010,-1.65
C497617,22352,LUNCHBOX WITH CUTLERY RETROSPOT ,-3,2010-02-11 12:17:00,2.55,12712,Germany,2,2010,-7.6499999999999995
C497617,21559,STRAWBERRY LUNCHBOX WITH CUTLERY,-1,2010-02-11 12:17:00,2.55,12712,Germany,2,2010,-2.55
C497621,84507B,STRIPES DESIGN MONKEY DOLL,-1,2010-02-11 12:23:00,2.55,15005,United Kingdom,2,2010,-2.55
C497621,22166,"WALL MIRROR , RECT DIAMANTE, PINK/",-1,2010-02-11 12:23:00,7.95,15005,United Kingdom,2,2010,-7.95
C497621,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-02-11 12:23:00,1.25,15005,United Kingdom,2,2010,-1.25
C497621,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-1,2010-02-11 12:23:00,1.49,15005,United Kingdom,2,2010,-1.49
C497621,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,-1,2010-02-11 12:23:00,2.95,15005,United Kingdom,2,2010,-2.95
C497621,22365,DOOR MAT RESPECTABLE HOUSE,-1,2010-02-11 12:23:00,6.75,15005,United Kingdom,2,2010,-6.75
C497621,20668,DISCO BALL CHRISTMAS DECORATION,-2,2010-02-11 12:23:00,0.12,15005,United Kingdom,2,2010,-0.24
C497737,20985,HEART CALCULATOR,-1,2010-02-12 10:06:00,1.25,14606,United Kingdom,2,2010,-1.25
C497737,47504G,ENGLISH ROSE TAPE MEASURE,-1,2010-02-12 10:06:00,1.25,14606,United Kingdom,2,2010,-1.25
C497737,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2010-02-12 10:06:00,1.25,14606,United Kingdom,2,2010,-1.25
C497789,22109,FULL ENGLISH BREAKFAST PLATE,-1,2010-02-12 12:17:00,3.75,16873,United Kingdom,2,2010,-3.75
C497789,84792,ENCHANTED BIRD COATHANGER 5 HOOK,-2,2010-02-12 12:17:00,4.65,16873,United Kingdom,2,2010,-9.3
C497790,22198,"POPCORN HOLDER , LARGE",-3,2010-02-12 12:19:00,1.65,12471,Germany,2,2010,-4.949999999999999
C497790,22231,JIGSAW TREE WITH BIRDHOUSE,-1,2010-02-12 12:19:00,1.45,12471,Germany,2,2010,-1.45
C497790,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2010-02-12 12:19:00,1.25,12471,Germany,2,2010,-2.5
C497793,21527,RETRO SPOT TRADITIONAL TEAPOT ,-1,2010-02-12 12:31:00,7.95,12471,Germany,2,2010,-7.95
C497810,21527,RETRO SPOT TRADITIONAL TEAPOT ,-1,2010-02-12 14:37:00,7.95,14415,United Kingdom,2,2010,-7.95
C497810,21398,RED  SPOTTY COFFEE  MUG,-2,2010-02-12 14:37:00,2.1,14415,United Kingdom,2,2010,-4.2
C497810,21533,RETRO SPOT LARGE MILK JUG,-2,2010-02-12 14:37:00,4.95,14415,United Kingdom,2,2010,-9.9
C497810,20728,LUNCH BAG CARS BLUE,-1,2010-02-12 14:37:00,1.65,14415,United Kingdom,2,2010,-1.65
C497810,84388,WISE MAN STAR SHAPE EGG PAN,-1,2010-02-12 14:37:00,1.65,14415,United Kingdom,2,2010,-1.65
C497877,84665,SQUARE CHERRY BLOSSOM CABINET,-4,2010-02-14 11:05:00,5.95,16822,United Kingdom,2,2010,-23.8
C497878,22215,CAKE STAND WHITE TWO TIER LACE,-5,2010-02-14 11:14:00,7.65,16711,United Kingdom,2,2010,-38.25
C497878,22218,CAKE STAND LACE WHITE,-21,2010-02-14 11:14:00,3.75,16711,United Kingdom,2,2010,-78.75
C497886,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2010-02-14 12:07:00,2.95,15965,United Kingdom,2,2010,-11.8
C497886,85099B,JUMBO BAG RED WHITE SPOTTY ,-1,2010-02-14 12:07:00,1.95,15965,United Kingdom,2,2010,-1.95
C497900,22197,"POPCORN HOLDER , SMALL ",-2,2010-02-14 12:50:00,0.85,12872,United Kingdom,2,2010,-1.7
C497900,35004B,SET OF 3 BLACK FLYING DUCKS,-1,2010-02-14 12:50:00,5.45,12872,United Kingdom,2,2010,-5.45
C497904,21892,TRADITIONAL WOODEN CATCH CUP GAME ,-1,2010-02-14 12:59:00,1.25,13421,United Kingdom,2,2010,-1.25
C497927,21426,WOODLAND STORAGE BOX SMALL,-1,2010-02-15 09:16:00,2.1,12665,Germany,2,2010,-2.1
C497927,21232,STRAWBERRY CERAMIC TRINKET BOX,-5,2010-02-15 09:16:00,1.25,12665,Germany,2,2010,-6.25
C497927,21555,CERAMIC STRAWBERRY TRINKET TRAY,-1,2010-02-15 09:16:00,2.55,12665,Germany,2,2010,-2.55
C497930,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2010-02-15 09:22:00,12.75,14911,EIRE,2,2010,-12.75
C497951,M,Manual,-1,2010-02-15 12:29:00,1508.65,12380,Belgium,2,2010,-1508.65
C497964,44217M,MULTICOLOUR FEATHERS CURTAIN,-48,2010-02-15 13:27:00,2.95,16544,United Kingdom,2,2010,-141.60000000000002
C498023,21232,STRAWBERRY CERAMIC TRINKET BOX,-3,2010-02-15 17:13:00,1.25,16858,United Kingdom,2,2010,-3.75
C498023,21527,RETRO SPOT TRADITIONAL TEAPOT ,-2,2010-02-15 17:13:00,7.95,16858,United Kingdom,2,2010,-15.9
C498040,22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",-4,2010-02-16 10:23:00,1.65,12472,Germany,2,2010,-6.6
C498040,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,-2,2010-02-16 10:23:00,4.25,12472,Germany,2,2010,-8.5
C498040,85232B,SET/3 RUSSIAN DOLL STACKING TINS,-3,2010-02-16 10:23:00,4.95,12472,Germany,2,2010,-14.850000000000001
C498050,21928,JUMBO BAG SCANDINAVIAN PAISLEY,-2,2010-02-16 11:25:00,1.95,15640,United Kingdom,2,2010,-3.9
C498050,20914,SET/5 RED SPOTTY LID GLASS BOWLS,-2,2010-02-16 11:25:00,2.55,15640,United Kingdom,2,2010,-5.1
C498050,20712,JUMBO BAG WOODLAND ANIMALS,-1,2010-02-16 11:25:00,1.95,15640,United Kingdom,2,2010,-1.95
C498051,47580,TEA TIME DES TEA COSY,-3,2010-02-16 11:37:00,2.55,16940,United Kingdom,2,2010,-7.6499999999999995
C498092,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,-1,2010-02-16 12:39:00,8.5,12836,United Kingdom,2,2010,-8.5
C498109,22270,HAPPY EASTER HANGING DECORATION,-3,2010-02-16 14:10:00,3.75,13503,United Kingdom,2,2010,-11.25
C498111,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-02-16 14:30:00,4.95,15260,United Kingdom,2,2010,-14.850000000000001
C498113,20693,FLORAL DINOSAUR GREEN,-1,2010-02-16 14:32:00,4.25,13092,United Kingdom,2,2010,-4.25
C498113,85199L,LARGE HANGING IVORY & RED WOOD BIRD,-12,2010-02-16 14:32:00,0.65,13092,United Kingdom,2,2010,-7.800000000000001
C498113,85006,SET 4 NURSERY DES ROUND BOXES,-12,2010-02-16 14:32:00,2.95,13092,United Kingdom,2,2010,-35.400000000000006
C498113,22175,PINK OWL SOFT TOY,-6,2010-02-16 14:32:00,2.95,13092,United Kingdom,2,2010,-17.700000000000003
C498113,22176,BLUE OWL SOFT TOY,-6,2010-02-16 14:32:00,2.95,13092,United Kingdom,2,2010,-17.700000000000003
C498115,47583A,SET OF 3 WICKER BASKET ROSE,-1,2010-02-16 14:35:00,24.95,13304,United Kingdom,2,2010,-24.95
C498115,85063,CREAM SWEETHEART MAGAZINE RACK,-1,2010-02-16 14:35:00,16.95,13304,United Kingdom,2,2010,-16.95
C498115,84820,DANISH ROSE TRINKET TRAYS,-2,2010-02-16 14:35:00,5.95,13304,United Kingdom,2,2010,-11.9
C498115,35004C,SET OF 3 COLOURED  FLYING DUCKS,-2,2010-02-16 14:35:00,5.45,13304,United Kingdom,2,2010,-10.9
C498115,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2010-02-16 14:35:00,2.95,13304,United Kingdom,2,2010,-2.95
C498122,47567,ENGLISH ROSE DESIGN KITCHEN APRON,-1,2010-02-16 15:33:00,5.95,14911,EIRE,2,2010,-5.95
C498129,21843,RETRO SPOT CAKE STAND,-1,2010-02-16 16:30:00,10.95,14755,United Kingdom,2,2010,-10.95
C498140,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2010-02-17 08:49:00,0.85,12645,Germany,2,2010,-10.2
C498140,21542,WOODLAND WATER TRANSFER TATTOOS ,-12,2010-02-17 08:49:00,0.85,12645,Germany,2,2010,-10.2
C498151,85220,SMALL FAIRY CAKE FRIDGE MAGNETS,-2504,2010-02-17 10:37:00,1.45,13902,Denmark,2,2010,-3630.7999999999997
C498196,21335,LIBRARY LAMP,-1,2010-02-17 13:06:00,18.95,13115,United Kingdom,2,2010,-18.95
C498201,84816,DANISH ROSE BEDSIDE CABINET,-1,2010-02-17 13:08:00,39.95,15244,United Kingdom,2,2010,-39.95
C498201,21277,FRENCH STYLE EMBOSSED HEART CABINET,-1,2010-02-17 13:08:00,21.95,15244,United Kingdom,2,2010,-21.95
C498214,21622,VINTAGE UNION JACK CUSHION COVER,-2,2010-02-17 13:17:00,4.95,17377,United Kingdom,2,2010,-9.9
C498271,21929,JUMBO BAG PINK VINTAGE PAISLEY,-10,2010-02-17 15:28:00,1.95,15640,United Kingdom,2,2010,-19.5
C498280,22169,FAMILY ALBUM WHITE PICTURE FRAME,-3,2010-02-17 16:22:00,7.65,17511,United Kingdom,2,2010,-22.950000000000003
C498280,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2010-02-17 16:22:00,5.55,17511,United Kingdom,2,2010,-5.55
C498280,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,-1,2010-02-17 16:22:00,4.25,17511,United Kingdom,2,2010,-4.25
C498280,22061,LARGE CAKE STAND  HANGING STRAWBERY,-2,2010-02-17 16:22:00,8.5,17511,United Kingdom,2,2010,-17.0
C498280,21535,RETRO SPOT SMALL MILK JUG,-1,2010-02-17 16:22:00,2.1,17511,United Kingdom,2,2010,-2.1
C498280,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-8,2010-02-17 16:22:00,0.55,17511,United Kingdom,2,2010,-4.4
C498280,22197,"POPCORN HOLDER , SMALL ",-7,2010-02-17 16:22:00,0.72,17511,United Kingdom,2,2010,-5.04
C498280,21539,RETRO SPOTS BUTTER DISH,-1,2010-02-17 16:22:00,4.25,17511,United Kingdom,2,2010,-4.25
C498280,79340W,WHITE ORCHID FLOWER LIGHTS,-1,2010-02-17 16:22:00,6.75,17511,United Kingdom,2,2010,-6.75
C498280,79320, FLAMINGO LIGHTS,-1,2010-02-17 16:22:00,4.25,17511,United Kingdom,2,2010,-4.25
C498280,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2010-02-17 16:22:00,8.5,17511,United Kingdom,2,2010,-8.5
C498280,47562,ENGLISH ROSE IRONING BOARD COVER,-1,2010-02-17 16:22:00,2.95,17511,United Kingdom,2,2010,-2.95
C498280,22192,BLUE DINER WALL CLOCK,-1,2010-02-17 16:22:00,7.65,17511,United Kingdom,2,2010,-7.65
C498280,84050,PINK HEART SHAPE EGG FRYING PAN,-1,2010-02-17 16:22:00,1.25,17511,United Kingdom,2,2010,-1.25
C498280,21155,RED SPOTTY PEG BAG,-1,2010-02-17 16:22:00,1.69,17511,United Kingdom,2,2010,-1.69
C498280,21363,HOME SMALL WOOD LETTERS,-2,2010-02-17 16:22:00,4.25,17511,United Kingdom,2,2010,-8.5
C498280,21361,LOVE LARGE WOOD LETTERS ,-1,2010-02-17 16:22:00,10.95,17511,United Kingdom,2,2010,-10.95
C498280,47552A,DOTS IRONING BOARD COVER,-2,2010-02-17 16:22:00,1.65,17511,United Kingdom,2,2010,-3.3
C498280,22109,FULL ENGLISH BREAKFAST PLATE,-1,2010-02-17 16:22:00,3.39,17511,United Kingdom,2,2010,-3.39
C498280,20728,LUNCH BAG CARS BLUE,-1,2010-02-17 16:22:00,1.45,17511,United Kingdom,2,2010,-1.45
C498280,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,-2,2010-02-17 16:22:00,2.55,17511,United Kingdom,2,2010,-5.1
C498280,22310,KNITTED MUG COSY IVORY COLOUR ,-1,2010-02-17 16:22:00,1.45,17511,United Kingdom,2,2010,-1.45
C498280,10138,ASSORTED COLOUR JUMBO PEN,-1,2010-02-17 16:22:00,0.42,17511,United Kingdom,2,2010,-0.42
C498280,22127,PARTY CONES CARNIVAL ASSORTED,-1,2010-02-17 16:22:00,1.06,17511,United Kingdom,2,2010,-1.06
C498280,22130,PARTY CONE CHRISTMAS DECORATION ,-1,2010-02-17 16:22:00,0.72,17511,United Kingdom,2,2010,-0.72
C498280,35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,-1,2010-02-17 16:22:00,4.65,17511,United Kingdom,2,2010,-4.65
C498286,85066,CREAM SWEETHEART MINI CHEST,-1,2010-02-17 16:46:00,12.75,17230,United Kingdom,2,2010,-12.75
C498293,21868,POTTING SHED TEA MUG,-2,2010-02-18 08:57:00,1.25,13510,United Kingdom,2,2010,-2.5
C498293,47505,MINATURE COLOURED GARDENING SET,-2,2010-02-18 08:57:00,4.95,13510,United Kingdom,2,2010,-9.9
C498295,84466,TOP SECRET PEN SET,-9,2010-02-18 09:04:00,1.25,17406,United Kingdom,2,2010,-11.25
C498296,85067,CREAM SWEETHEART WALL CABINET,-1,2010-02-18 09:05:00,18.95,14370,United Kingdom,2,2010,-18.95
C498296,22349,"DOG BOWL , CHASING BALL DESIGN",-1,2010-02-18 09:05:00,3.75,14370,United Kingdom,2,2010,-3.75
C498297,21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,-2,2010-02-18 09:10:00,5.95,14952,United Kingdom,2,2010,-11.9
C498299,21380,WOODEN HAPPY BIRTHDAY GARLAND,-1,2010-02-18 09:12:00,2.95,18267,United Kingdom,2,2010,-2.95
C498299,84050,PINK HEART SHAPE EGG FRYING PAN,-1,2010-02-18 09:12:00,1.65,18267,United Kingdom,2,2010,-1.65
C498299,21755,LOVE BUILDING BLOCK WORD,-2,2010-02-18 09:12:00,5.95,18267,United Kingdom,2,2010,-11.9
C498302,22382,LUNCH BAG SPACEBOY DESIGN ,-50,2010-02-18 09:26:00,1.45,16705,United Kingdom,2,2010,-72.5
C498304,20754,RETRO RED SPOTTY WASHING UP GLOVES,-6,2010-02-18 09:31:00,1.6,14156,EIRE,2,2010,-9.600000000000001
C498306,POST,POSTAGE,-1,2010-02-18 09:35:00,8.22,15416,United Kingdom,2,2010,-8.22
C498308,POST,POSTAGE,-1,2010-02-18 09:54:00,2.14,16714,United Kingdom,2,2010,-2.14
C498308,85049A,TRADITIONAL CHRISTMAS RIBBONS,-12,2010-02-18 09:54:00,1.25,16714,United Kingdom,2,2010,-15.0
C498337,21781,MA CAMPAGNE CUTLERY BOX,-1,2010-02-18 10:35:00,14.95,14256,United Kingdom,2,2010,-14.95
C498339,75049L,LARGE CIRCULAR MIRROR MOBILE,-24,2010-02-18 10:36:00,1.25,16544,United Kingdom,2,2010,-30.0
C498339,44217M,MULTICOLOUR FEATHERS CURTAIN,-24,2010-02-18 10:36:00,3.95,16544,United Kingdom,2,2010,-94.80000000000001
C498342,POST,POSTAGE,-1,2010-02-18 11:14:00,2.7,16481,United Kingdom,2,2010,-2.7
C498342,20729,RED SPOTTY CANDY BAG,-10,2010-02-18 11:14:00,1.25,16481,United Kingdom,2,2010,-12.5
C498344,20711,JUMBO BAG TOYS ,-1,2010-02-18 11:20:00,1.95,13658,United Kingdom,2,2010,-1.95
C498344,21833,CAMOUFLAGE LED TORCH,-12,2010-02-18 11:20:00,1.69,13658,United Kingdom,2,2010,-20.28
C498344,21535,RETRO SPOT SMALL MILK JUG,-1,2010-02-18 11:20:00,2.55,13658,United Kingdom,2,2010,-2.55
C498356,79323P,PINK CHERRY LIGHTS,-1,2010-02-18 13:08:00,5.95,14040,United Kingdom,2,2010,-5.95
C498358,71495A,CD WALL TIDY BLUE OFFICE,-1,2010-02-18 13:15:00,0.42,17841,United Kingdom,2,2010,-0.42
C498358,21100,CHARLIE AND LOLA CHARLOTTE BAG,-1,2010-02-18 13:15:00,1.65,17841,United Kingdom,2,2010,-1.65
C498390,22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",-1,2010-02-18 14:48:00,12.75,15005,United Kingdom,2,2010,-12.75
C498390,22166,"WALL MIRROR , RECT DIAMANTE, PINK/",-1,2010-02-18 14:48:00,7.95,15005,United Kingdom,2,2010,-7.95
C498402,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,-1,2010-02-18 15:48:00,7.95,14686,United Kingdom,2,2010,-7.95
C498408,22198,"POPCORN HOLDER , LARGE",-6,2010-02-18 16:11:00,1.65,17311,United Kingdom,2,2010,-9.899999999999999
C498408,22146,EASTER CRAFT IVY WREATH WITH CHICK,-40,2010-02-18 16:11:00,1.65,17311,United Kingdom,2,2010,-66.0
C498420,D,Discount,-1,2010-02-18 16:25:00,947.08,14646,Netherlands,2,2010,-947.08
C498422,D,Discount,-1,2010-02-18 16:55:00,62.0,13694,United Kingdom,2,2010,-62.0
C498424,71459,HANGING JAM JAR T-LIGHT HOLDER,-12,2010-02-18 17:04:00,0.72,15251,United Kingdom,2,2010,-8.64
C498425,21931,JUMBO STORAGE BAG SUKI,-10,2010-02-18 17:05:00,1.95,15078,United Kingdom,2,2010,-19.5
C498426,22231,JIGSAW TREE WITH BIRDHOUSE,-5,2010-02-18 17:08:00,1.45,16351,United Kingdom,2,2010,-7.25
C498426,22228,BUNNY WOODEN PAINTED WITH BIRD ,-2,2010-02-18 17:08:00,0.85,16351,United Kingdom,2,2010,-1.7
C498426,22229,BUNNY WOODEN PAINTED WITH FLOWER ,-5,2010-02-18 17:08:00,0.85,16351,United Kingdom,2,2010,-4.25
C498426,84456,SET OF 3 RABBIT EGG EASTER,-12,2010-02-18 17:08:00,0.85,16351,United Kingdom,2,2010,-10.2
C498426,84452,METAL RABBIT LADDER EASTER ,-12,2010-02-18 17:08:00,0.85,16351,United Kingdom,2,2010,-10.2
C498427,22268,EASTER DECORATION SITTING BUNNY,-7,2010-02-18 17:09:00,0.85,14244,United Kingdom,2,2010,-5.95
C498427,22267,EASTER DECORATION EGG BUNNY ,-3,2010-02-18 17:09:00,1.25,14244,United Kingdom,2,2010,-3.75
C498427,22269,EGG CUP NATURAL CHICKEN,-1,2010-02-18 17:09:00,1.25,14244,United Kingdom,2,2010,-1.25
C498427,22266,EASTER DECORATION HANGING BUNNY,-1,2010-02-18 17:09:00,0.65,14244,United Kingdom,2,2010,-0.65
C498428,21752,GLASS CAKE STAND MIRRORED BASE,-1,2010-02-18 17:12:00,14.95,14301,United Kingdom,2,2010,-14.95
C498506,16156S,WRAP PINK FAIRY CAKES ,-96,2010-02-19 11:35:00,0.42,17949,United Kingdom,2,2010,-40.32
C498509,21843,RETRO SPOT CAKE STAND,-1,2010-02-19 11:53:00,10.95,14909,United Kingdom,2,2010,-10.95
C498520,21218,RED SPOTTY BISCUIT TIN,-2,2010-02-19 13:13:00,3.75,15240,United Kingdom,2,2010,-7.5
C498520,72756,FAIRY CAKE CANDLES,-18,2010-02-19 13:13:00,1.49,15240,United Kingdom,2,2010,-26.82
C498520,21397,BLUE  SPOTTY EGG CUP ,-12,2010-02-19 13:13:00,1.25,15240,United Kingdom,2,2010,-15.0
C498520,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,-1,2010-02-19 13:13:00,16.95,15240,United Kingdom,2,2010,-16.95
C498544,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-02-19 16:38:00,4.95,15544,United Kingdom,2,2010,-14.850000000000001
C498551,21755,LOVE BUILDING BLOCK WORD,-1,2010-02-21 10:21:00,5.95,17243,United Kingdom,2,2010,-5.95
C498556,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-120,2010-02-21 11:16:00,1.06,14878,United Kingdom,2,2010,-127.2
C498557,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-120,2010-02-21 11:18:00,1.06,14878,United Kingdom,2,2010,-127.2
C498557,85221,ASSORTED COLOUR SILK COIN PURSE,-12,2010-02-21 11:18:00,1.25,14878,United Kingdom,2,2010,-15.0
C498563,21429,RED GINGHAM ROSE JEWELLERY BOX,-3,2010-02-21 12:17:00,1.65,14505,United Kingdom,2,2010,-4.949999999999999
C498563,79321,CHILLI LIGHTS,-4,2010-02-21 12:17:00,4.95,14505,United Kingdom,2,2010,-19.8
C498563,21532,DAIRY MAID SUGAR JAM BOWL,-1,2010-02-21 12:17:00,2.1,14505,United Kingdom,2,2010,-2.1
C498563,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,-1,2010-02-21 12:17:00,4.95,14505,United Kingdom,2,2010,-4.95
C498563,21739,COSY SLIPPER SHOES SMALL GREEN,-1,2010-02-21 12:17:00,2.95,14505,United Kingdom,2,2010,-2.95
C498563,79340P,PURPLE ORCHID FLOWER LIGHTS,-1,2010-02-21 12:17:00,7.95,14505,United Kingdom,2,2010,-7.95
C498563,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,-3,2010-02-21 12:17:00,0.65,14505,United Kingdom,2,2010,-1.9500000000000002
C498572,22147,FELTCRAFT BUTTERFLY HEARTS,-2,2010-02-21 13:03:00,1.45,17372,United Kingdom,2,2010,-2.9
C498576,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,-3,2010-02-21 13:47:00,2.95,15527,United Kingdom,2,2010,-8.850000000000001
C498576,21481,FAWN BLUE HOT WATER BOTTLE,-3,2010-02-21 13:47:00,2.95,15527,United Kingdom,2,2010,-8.850000000000001
C498576,85040A,S/4 PINK FLOWER CANDLES IN BOWL,-7,2010-02-21 13:47:00,1.65,15527,United Kingdom,2,2010,-11.549999999999999
C498576,85126,LARGE ROUND CUTGLASS CANDLESTICK,-6,2010-02-21 13:47:00,6.75,15527,United Kingdom,2,2010,-40.5
C498576,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,-12,2010-02-21 13:47:00,0.79,15527,United Kingdom,2,2010,-9.48
C498576,85099C,JUMBO  BAG BAROQUE BLACK WHITE,-8,2010-02-21 13:47:00,1.95,15527,United Kingdom,2,2010,-15.6
C498576,82001S,VINYL RECORD FRAME SILVER,-4,2010-02-21 13:47:00,3.75,15527,United Kingdom,2,2010,-15.0
C498576,21465,PINK FLOWER CROCHET FOOD COVER,-2,2010-02-21 13:47:00,3.75,15527,United Kingdom,2,2010,-7.5
C498576,21470,FLOWER VINE RAFFIA FOOD COVER,-3,2010-02-21 13:47:00,3.75,15527,United Kingdom,2,2010,-11.25
C498576,21443,OLIVE CHALET BIRDFEEDER,-6,2010-02-21 13:47:00,3.75,15527,United Kingdom,2,2010,-22.5
C498576,20727,LUNCH BAG  BLACK SKULL.,-10,2010-02-21 13:47:00,1.65,15527,United Kingdom,2,2010,-16.5
C498576,22303,COFFEE MUG APPLES DESIGN,-12,2010-02-21 13:47:00,2.55,15527,United Kingdom,2,2010,-30.599999999999998
C498580,22191,EAU DE NIL DINER WALL CLOCK,-1,2010-02-21 14:51:00,8.5,16797,United Kingdom,2,2010,-8.5
C498582,22200,FRYING PAN PINK POLKADOT ,-1,2010-02-21 15:01:00,4.25,13093,United Kingdom,2,2010,-4.25
C498582,22111,SCOTTIE DOG HOT WATER BOTTLE,-1,2010-02-21 15:01:00,4.95,13093,United Kingdom,2,2010,-4.95
C498583,21288,STRIPEY CHOCOLATE NESTING BOXES,-1,2010-02-21 15:02:00,2.95,17547,United Kingdom,2,2010,-2.95
C498583,22138,BAKING SET 9 PIECE RETROSPOT ,-3,2010-02-21 15:02:00,4.95,17547,United Kingdom,2,2010,-14.850000000000001
C498583,22318,FIVE HEART HANGING DECORATION,-2,2010-02-21 15:02:00,2.95,17547,United Kingdom,2,2010,-5.9
C498586,22202,MILK PAN PINK RETROSPOT,-2,2010-02-21 15:14:00,3.75,15059,United Kingdom,2,2010,-7.5
C498591,22218,CAKE STAND LACE WHITE,-1,2010-02-21 15:37:00,4.25,15827,United Kingdom,2,2010,-4.25
C498595,85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,-192,2010-02-21 15:51:00,3.0,18102,United Kingdom,2,2010,-576.0
C498595,15056P,EDWARDIAN PARASOL PINK,-240,2010-02-21 15:51:00,3.0,18102,United Kingdom,2,2010,-720.0
C498598,21769,VINTAGE POST OFFICE CABINET,-1,2010-02-21 16:06:00,79.95,15538,United Kingdom,2,2010,-79.95
