cust_id,first_purchase,latest_purchase,frequency,total_spent,lifetime_in_days,CV,CLV
13873,"2010-03-03 12:31:00","2010-11-21 11:47:00",5,649.3200000000003,263,577.3493712000003,77516.19674592868
13874,"2010-02-04 18:39:00","2010-07-23 12:59:00",6,1508.6999999999994,169,1117.8964099999996,150091.23137870195
13875,"2009-12-17 10:30:00","2010-11-17 13:12:00",9,3027.5800000000013,335,1495.5572404444454,200796.80532800022
13877,"2010-01-19 10:53:00","2010-08-26 17:19:00",2,332.44,219,738.9808760000001,99217.19816968721
13878,"2010-04-14 13:50:00","2010-06-10 10:15:00",3,1191.53,57,1765.7680246666669,237075.89968140097
13879,"2010-03-04 10:49:00","2010-03-04 10:49:00",1,395.5,0,1758.3139,236075.09250458004
13880,"2010-05-26 14:29:00","2010-12-07 14:00:00",5,1171.8900000000003,195,1041.9977124000004,139900.90526179134
13881,"2010-03-04 14:41:00","2010-11-29 16:24:00",23,28019.58000000002,270,5416.0629897391345,727172.5323409537
13883,"2009-12-08 17:26:00","2010-11-01 14:45:00",10,3885.5399999999972,328,1727.4333731999989,231929.0050392529
13884,"2010-08-26 19:57:00","2010-11-28 11:45:00",5,1100.88,94,978.8584608000001,131423.69043562177
13888,"2010-05-13 11:57:00","2010-10-31 11:09:00",5,1563.4199999999998,171,1737.663159,233302.4785862898
13889,"2010-01-22 14:32:00","2010-11-22 13:25:00",5,1574.3300000000008,304,1399.8312628000008,187944.42497230627
13890,"2009-12-06 15:15:00","2010-11-30 12:46:00",4,1043.5700000000002,359,1159.8758765000002,155727.48690581834
13891,"2010-05-06 16:02:00","2010-11-26 15:57:00",3,863.5600000000004,204,1279.7383493333339,171820.48620586196
13892,"2010-05-13 10:32:00","2010-08-19 09:07:00",2,634.6800000000001,98,1410.8301720000002,189421.16271909844
13895,"2009-12-03 13:09:00","2010-07-12 10:46:00",2,1415.4499999999998,221,3146.403805,422443.09694767103
13896,"2010-03-24 08:55:00","2010-03-24 08:55:00",1,388.55,0,1727.41559,231926.61742769802
13897,"2010-01-31 13:48:00","2010-09-27 13:36:00",2,849.5599999999998,239,1888.4869239999998,253552.4090874728
13898,"2010-10-24 15:42:00","2010-10-24 15:42:00",1,530.47,0,2358.363526,316639.0754005172
13900,"2010-03-25 13:46:00","2010-11-15 14:48:00",3,869.6399999999999,235,1288.7485039999997,173030.20939374878
13901,"2010-01-05 09:29:00","2010-11-30 15:21:00",10,2809.14,329,1248.8874612,167678.37809312664
13902,"2009-12-15 10:02:00","2010-03-17 13:09:00",5,34095.259999999995,92,30316.141381599995,4070311.837404655
13903,"2010-11-04 17:44:00","2010-11-04 17:44:00",1,165.45000000000002,0,735.5576100000001,98757.58294534202
13905,"2009-12-07 11:41:00","2009-12-07 11:41:00",1,312.65000000000003,0,1389.9793700000002,186621.68817081404
13906,"2010-10-26 15:00:00","2010-10-26 15:00:00",1,42,0,186.7236,25069.92132792
13907,"2010-01-17 12:22:00","2010-01-17 12:22:00",1,136.8,0,608.1854400000001,81656.31518236801
13909,"2010-07-06 16:52:00","2010-10-12 17:22:00",2,286.59999999999997,98,637.08314,85536.183959308
13911,"2010-03-01 16:31:00","2010-11-25 16:16:00",11,1654.0800000000002,269,668.5189876363637,89756.83002183099
13912,"2010-10-12 08:43:00","2010-10-12 08:43:00",1,124.94999999999999,0,555.50271,74583.015950562
13913,"2010-07-21 10:11:00","2010-07-21 10:11:00",1,42.22,0,187.701676,25201.2399634472
13915,"2010-11-10 15:17:00","2010-11-10 15:17:00",1,70.80000000000001,0,314.7626400000001,42260.72452420802
13916,"2010-02-02 10:06:00","2010-09-02 10:04:00",4,1275.8100000000006,212,1417.9990245000008,190383.66862722402
13919,"2010-06-17 09:30:00","2010-10-11 11:53:00",2,975.87,116,2169.261423,291249.8110271106
13920,"2010-05-26 15:48:00","2010-10-04 12:37:00",4,1774.6799999999996,131,1972.4680859999996,264827.90465614916
13921,"2009-12-18 12:19:00","2010-11-02 16:32:00",4,730.6999999999999,319,812.1365149999999,109039.23520423299
13922,"2010-08-29 14:36:00","2010-09-28 17:26:00",2,692.9499999999999,30,1540.358555,206811.928383121
13927,"2010-09-28 16:12:00","2010-09-28 16:12:00",1,359.27,0,1597.242566,214449.3008448052
13929,"2010-01-14 07:25:00","2010-10-19 09:50:00",9,2651.449999999999,278,1309.7573788888885,175850.90715585573
13931,"2009-12-03 10:26:00","2010-11-12 12:12:00",9,4019.8499999999967,344,1985.7165699999985,266606.6752646538
13935,"2010-02-25 16:01:00","2010-04-22 11:21:00",3,6116.920000000001,56,9064.867645333336,1217069.0727712733
13936,"2010-10-21 14:21:00","2010-11-22 10:34:00",2,563.08,32,1251.670532,168052.0393014904
13937,"2010-11-02 12:37:00","2010-11-02 12:37:00",1,721.2800000000003,0,3206.6666240000013,430534.115604813
13939,"2010-04-06 12:43:00","2010-10-04 14:35:00",4,992.41,181,1103.0140945,148093.0989585779
13941,"2009-12-16 16:10:00","2010-12-02 10:17:00",11,6009.34,351,2428.756706545455,326090.2186855472
13942,"2010-06-23 12:35:00","2010-06-23 12:35:00",1,320,0,1422.656,191008.9244032
13943,"2010-05-11 11:30:00","2010-05-11 11:30:00",1,246.54000000000002,0,1096.067532,147160.43819489042
13944,"2010-02-24 15:02:00","2010-02-24 15:02:00",1,200.43000000000004,0,891.0716940000002,119637.24599416683
13945,"2010-08-17 09:59:00","2010-11-10 10:00:00",2,854.1500000000003,85,1898.6900350000008,254922.30121717713
13946,"2009-12-04 11:07:00","2010-11-28 16:21:00",3,1314.66,359,1948.2384760000002,261574.78391240723
13948,"2009-12-04 12:14:00","2010-10-24 13:46:00",3,446.76,324,662.068536,88890.7781941392
13952,"2009-12-16 09:41:00","2010-11-24 14:29:00",12,9572.450000000006,343,3546.4331841666694,476151.9214592222
13953,"2009-12-11 12:58:00","2010-10-26 15:16:00",5,3125,319,2778.625,373064.305475
13955,"2010-11-29 17:35:00","2010-11-29 17:35:00",1,222.20999999999998,0,987.901218,132637.7909113596
13957,"2010-02-19 10:32:00","2010-10-18 10:02:00",3,458.25000000000006,241,679.0959500000001,91176.91625809002
13958,"2009-12-05 13:12:00","2010-11-25 10:11:00",8,4709.229999999998,355,2617.036841749999,351369.12385440676
13959,"2010-07-16 15:11:00","2010-11-05 16:52:00",3,477.97999999999996,112,708.3344946666666,95102.54758983493
13961,"2010-11-12 14:40:00","2010-11-12 14:40:00",1,538.4000000000001,0,2393.6187200000004,321372.5153083841
13962,"2010-09-30 10:35:00","2010-09-30 10:35:00",1,193.25,0,859.15085,115351.48325287
13963,"2010-04-21 16:20:00","2010-12-07 09:21:00",14,2347.33,230,745.4114081428571,100080.57556235792
13964,"2010-10-05 12:38:00","2010-11-17 13:53:00",2,438.90000000000003,43,975.6308100000001,130990.33893838202
13965,"2010-01-05 15:21:00","2010-08-20 10:40:00",3,996.6100000000004,227,1476.9095793333338,198293.12932236795
13966,"2010-09-30 13:08:00","2010-09-30 13:08:00",1,390.86000000000007,0,1737.6853880000003,233305.46310073364
13967,"2010-11-08 13:24:00","2010-11-08 13:24:00",1,85.6,0,380.56048,51094.887277856
13968,"2010-10-12 13:22:00","2010-10-12 13:22:00",1,123.66,0,549.7676280000001,73813.01122406161
13969,"2010-03-25 13:15:00","2010-12-09 19:32:00",18,4311.930000000001,259,1064.998799666667,142989.081840606
13970,"2010-09-28 11:53:00","2010-11-18 13:21:00",2,846.55,51,1881.795995,252654.070239889
13971,"2010-01-26 09:51:00","2010-10-12 08:51:00",6,1909.3100000000006,259,1414.7350663333339,189945.44242305934
13974,"2010-05-06 17:55:00","2010-05-06 17:55:00",1,264.13,0,1174.269154,157659.9600081788
13975,"2010-02-02 13:13:00","2010-11-11 16:18:00",6,2832.5600000000018,282,2098.832541333335,281793.8744310045
13976,"2010-02-09 13:08:00","2010-07-21 09:27:00",3,834.3800000000001,162,1236.495534666667,166014.610774523
13977,"2010-10-24 14:08:00","2010-10-24 14:08:00",1,519.81,0,2310.971298,310276.0906063356
13979,"2009-12-03 10:02:00","2010-11-11 14:10:00",6,2546.36,343,1886.7678813333337,253321.60663715232
13980,"2010-02-21 14:18:00","2010-09-26 12:58:00",4,599.78,217,666.625481,89502.6036551182
13981,"2010-10-20 10:03:00","2010-10-20 10:03:00",1,331.13999999999993,0,1472.1822119999997,197658.42258398636
13982,"2010-01-20 14:04:00","2010-12-09 13:57:00",6,2573.7799999999997,323,1907.0851873333334,256049.45283878548
13983,"2009-12-09 13:53:00","2010-12-08 10:38:00",10,4505.02,364,2002.8417916000003,268905.9451921576
13984,"2009-12-07 11:51:00","2010-12-08 15:58:00",8,1128.0900000000001,366,626.9078152500001,84170.02247265857
13985,"2010-02-09 13:56:00","2010-11-30 08:58:00",7,2960.7299999999977,294,1880.4019191428558,252466.89854834194
13987,"2010-11-04 09:54:00","2010-11-25 10:20:00",2,682.5400000000001,21,1517.2181660000003,203705.04884712526
13988,"2010-03-24 11:05:00","2010-11-21 12:40:00",2,609.8399999999999,242,1355.613336,182007.62884069918
13989,"2010-05-25 12:13:00","2010-09-01 13:58:00",3,759.9799999999999,99,1126.2396946666665,151211.41913327493
13992,"2010-09-02 17:04:00","2010-11-24 15:42:00",2,142.7,83,317.20783,42589.021113026
13993,"2009-12-03 11:57:00","2010-11-25 11:03:00",10,3309.35,357,1471.270823,197536.05749179062
13995,"2009-12-18 12:43:00","2010-11-25 16:31:00",9,2508.319999999999,342,1239.0543395555549,166358.16154827582
13996,"2010-11-05 15:07:00","2010-11-18 16:27:00",2,895.7600000000001,13,1991.1849040000004,267340.86581782886
13997,"2010-06-07 17:33:00","2010-07-08 18:06:00",3,382.31,31,566.5579326666667,76067.31446727854
13998,"2010-05-12 13:18:00","2010-09-19 10:20:00",3,566.6999999999999,130,839.81162,112754.955686764
13999,"2009-12-05 12:42:00","2010-11-30 09:46:00",17,5600.4499999999925,360,1464.6165064705863,196642.63431505515
14000,"2009-12-02 09:50:00","2010-10-21 15:35:00",4,1410.6799999999998,323,1567.9002859999998,210509.74177898918
14001,"2010-08-03 12:49:00","2010-12-01 12:58:00",7,2487.0099999999998,120,1579.5355797142856,212071.92191071538
14003,"2009-12-07 08:53:00","2009-12-07 08:53:00",1,209.41,0,930.9949780000001,124997.43393523162
14004,"2010-09-30 09:39:00","2010-11-11 13:26:00",4,1675.81,42,1862.5790245,250073.9575032239
14006,"2010-02-25 09:45:00","2010-06-29 12:43:00",4,1234.4799999999998,124,1372.062796,184216.1695291112
14007,"2010-07-15 09:06:00","2010-07-15 09:06:00",1,79.48,0,353.352184,47441.84159864481
14008,"2010-10-03 13:09:00","2010-10-03 13:09:00",1,509.03999999999996,0,2263.090032,303847.44649439043
14009,"2010-09-03 12:08:00","2010-09-03 12:08:00",1,404.3000000000001,0,1797.4369400000007,241327.8379256681
14010,"2010-05-23 12:46:00","2010-05-23 13:00:00",2,445.1499999999999,0,989.5239349999998,132855.66046575698
14011,"2010-04-11 13:40:00","2010-08-16 15:31:00",2,457.82,127,1017.688078,136637.0402660516
14013,"2010-03-26 10:02:00","2010-11-24 16:16:00",2,611.5499999999998,243,1359.4144949999998,182517.98081058898
14014,"2010-05-12 09:04:00","2010-11-28 14:56:00",2,1443.0299999999997,200,3207.7113869999994,430674.3877836713
14016,"2010-01-08 14:12:00","2010-11-08 15:42:00",7,7062.199999999996,304,4485.304108571427,602206.7972858386
14017,"2010-05-17 14:52:00","2010-05-17 14:52:00",1,229.75000000000003,0,1021.4225500000001,137138.43869261
14018,"2010-03-04 14:23:00","2010-03-04 14:23:00",1,367.15,0,1632.27547,219152.89560823402
14020,"2010-06-28 15:29:00","2010-08-20 13:09:00",2,606.2099999999999,53,1347.544209,180924.2500975998
14021,"2010-04-26 11:22:00","2010-11-30 15:14:00",4,1084.68,218,1205.5675860000001,161862.1563450492
14022,"2010-08-10 09:38:00","2010-08-10 09:38:00",1,352.15000000000003,0,1565.5884700000001,210199.35227683402
14024,"2010-11-14 10:51:00","2010-11-14 10:51:00",1,318.04,0,1413.942232,189838.99474123042
14025,"2010-05-05 09:56:00","2010-09-01 10:11:00",8,4057.900000000001,119,2255.0764775000007,302771.5290374006
14026,"2010-03-24 14:10:00","2010-08-26 10:31:00",2,713.11,155,1585.172219,212828.7095018218
14028,"2010-06-07 12:02:00","2010-06-07 13:33:00",3,10396.5,0,15406.9199,2068566.9609977803
14030,"2009-12-10 17:27:00","2010-12-08 16:29:00",14,5902.199999999978,363,1874.2857685714216,251645.73071708993
14031,"2009-12-03 15:35:00","2010-12-09 17:34:00",27,23712.31000000002,371,3904.4513999259293,524220.23474713514
14032,"2009-12-14 12:02:00","2010-12-08 10:53:00",6,1874.6799999999987,359,1389.0753906666657,186500.317916766
14033,"2010-06-02 15:10:00","2010-06-02 15:10:00",1,109.44,0,486.548352,65325.052145894406
14035,"2010-04-06 12:39:00","2010-10-29 10:10:00",4,1428.6999999999998,206,1587.9286149999998,213198.78929285298
14037,"2009-12-07 11:39:00","2010-08-18 12:52:00",4,689.7500000000001,254,766.6226375000001,102928.44188055252
14038,"2010-02-04 08:56:00","2010-11-07 14:52:00",2,1509.5000000000002,276,3355.4675500000008,450512.45529161015
14039,"2010-05-13 10:15:00","2010-05-13 10:15:00",1,115.08000000000001,0,511.6226640000001,68691.58443850082
14040,"2009-12-01 12:14:00","2010-11-18 13:01:00",23,9030.649999999998,352,1745.5853813043475,234366.13358176057
14042,"2009-12-14 15:07:00","2009-12-14 15:07:00",1,431.9799999999999,0,1920.4966839999997,257850.1098865448
14043,"2009-12-10 15:56:00","2010-08-05 18:18:00",2,304.24999999999994,238,676.3173249999999,90803.85195261499
14044,"2010-01-24 15:14:00","2010-10-17 13:28:00",6,2470.2799999999947,266,1830.3951373333296,245752.87800767497
14045,"2010-01-08 10:08:00","2010-12-01 11:32:00",13,9653.279999999999,327,3301.273248,443236.2090776256
14047,"2010-02-01 10:05:00","2010-12-02 10:09:00",10,2946.4199999999964,304,1309.9194035999985,175872.66095002374
14048,"2010-11-22 14:08:00","2010-11-22 14:21:00",2,338.75999999999993,0,753.0296039999998,101103.41129816878
14049,"2010-04-01 14:52:00","2010-11-17 10:44:00",9,7557.309999999986,230,3733.143199777771,501220.01891720307
14051,"2009-12-03 11:53:00","2010-12-08 12:49:00",15,6823.610000000003,370,2022.4270225333344,271535.50138477504
14052,"2010-11-14 11:37:00","2010-11-14 11:37:00",1,255.45,0,1135.67961,152478.842933742
14053,"2010-08-10 11:02:00","2010-11-07 14:50:00",2,312.05,89,693.6559450000001,93131.77321877901
14055,"2009-12-16 15:11:00","2010-05-11 10:24:00",2,795.32,146,1767.9168280000001,237364.40274430162
14057,"2009-12-03 13:17:00","2010-11-23 08:38:00",5,2190.8799999999997,355,1948.0428607999997,261548.52018530175
14058,"2010-06-27 11:29:00","2010-09-03 09:31:00",2,469.18999999999994,68,1042.9624509999999,140030.43318865218
14060,"2010-03-11 09:47:00","2010-12-08 12:40:00",13,3378.66,272,1155.4497406153848,155133.22416445092
14061,"2009-12-01 18:03:00","2010-07-20 17:22:00",3,917.4299999999998,231,1359.570098,182538.8724116956
14062,"2009-12-10 14:28:00","2010-11-30 11:00:00",12,15139.350000000006,355,5608.876852500002,753060.1457457258
14063,"2009-12-08 13:46:00","2010-09-27 16:18:00",9,22710.199999999997,293,11218.334128888888,1506198.2204797056
14064,"2010-01-21 13:22:00","2010-10-05 13:20:00",10,1978.6800000000007,257,879.6815544000004,118107.98079316375
14065,"2010-10-04 12:03:00","2010-11-15 16:13:00",3,891.0200000000003,42,1320.4322386666672,177284.1373143118
14068,"2010-01-31 10:10:00","2010-04-15 14:28:00",3,1262.52,74,1870.970472,251200.6117057584
14069,"2010-05-27 12:30:00","2010-07-13 12:12:00",2,230.0599999999999,47,511.4003739999998,68661.73929406278
14070,"2010-01-24 12:27:00","2010-01-24 12:27:00",1,326.54999999999995,0,1451.7759899999999,194918.638324578
14072,"2010-02-11 12:31:00","2010-02-11 12:31:00",1,390.8500000000001,0,1737.6409300000005,233299.49407184607
14074,"2010-03-26 13:55:00","2010-03-26 13:55:00",1,219.4,0,975.4085200000001,130960.49379394401
14075,"2010-06-16 14:47:00","2010-11-01 13:15:00",3,792.6100000000005,138,1174.595179333334,157703.73288668797
14077,"2010-11-09 16:01:00","2010-11-09 16:01:00",1,115.66000000000001,0,514.201228,69037.7881139816
14078,"2010-03-28 15:05:00","2010-12-01 12:54:00",4,643.2600000000001,248,714.9513270000001,95990.93805593942
14079,"2010-01-26 17:19:00","2010-01-26 17:19:00",1,243.63,0,1083.130254,145423.4507885988
14080,"2009-12-02 15:01:00","2010-10-22 14:04:00",4,1070.08,324,951.4723328,127746.76864086017
14081,"2009-12-10 18:27:00","2010-12-05 15:47:00",9,4435.579999999991,360,2191.077951555551,294178.9461473417
14082,"2010-11-12 11:47:00","2010-11-12 11:47:00",1,231.11000000000004,0,1027.4688380000002,137950.22662132364
14083,"2009-12-18 11:34:00","2010-12-03 12:24:00",3,388.83,350,576.2201379999999,77364.5834121836
14084,"2010-07-15 14:36:00","2010-07-15 14:36:00",1,150.5,0,669.0929,89833.88475838001
14085,"2009-12-08 13:41:00","2010-12-06 12:39:00",16,5656.4299999999885,363,1571.7097808749968,211021.212941795
14086,"2010-09-03 10:52:00","2010-09-03 10:52:00",1,39.95,0,177.60971,23846.270405962
14087,"2009-12-04 15:27:00","2010-10-31 11:22:00",2,651.8000000000003,331,1448.8862200000008,194530.65144688412
14088,"2010-10-14 19:46:00","2010-10-29 10:31:00",3,13544.989999999998,15,20072.772180666663,2695014.553075104
14091,"2010-01-10 13:41:00","2010-02-23 15:17:00",2,9530.080000000002,44,21184.414832000006,2844266.141056951
14092,"2009-12-16 16:24:00","2010-11-30 14:48:00",10,3152.540000000001,349,1401.5562332000004,188176.02329314512
14094,"2010-09-26 11:58:00","2010-09-26 11:58:00",1,335.21999999999997,0,1490.321076,200093.7863701272
14095,"2009-12-17 12:49:00","2009-12-17 12:49:00",1,2.95,0,13.115110000000001,1760.8635218420002
14097,"2010-03-04 10:46:00","2010-08-15 14:20:00",2,422.8599999999999,164,939.9754939999998,126203.17777052677
14099,"2009-12-10 11:55:00","2010-11-29 13:03:00",9,2661.5399999999986,354,1314.741614666666,176520.10161669884
14101,"2010-03-28 13:36:00","2010-11-16 14:54:00",7,3985.1399999999994,233,2531.0193445714285,339820.2254447181
14103,"2010-02-12 14:58:00","2010-02-12 14:58:00",1,0,0,0,0
14104,"2010-05-28 16:11:00","2010-11-15 13:13:00",3,555.3699999999999,171,823.0213153333333,110500.65244354706
14105,"2009-12-18 16:57:00","2010-10-27 11:53:00",4,4722.5999999999985,313,5248.933769999999,704733.3956144939
14106,"2009-12-02 14:09:00","2009-12-02 14:09:00",1,214.79999999999998,0,954.9578399999999,128214.74050564799
14107,"2009-12-09 14:20:00","2010-09-17 12:25:00",4,2174.07,282,2416.3701015,324427.1658416133
14108,"2009-12-01 18:07:00","2009-12-08 15:25:00",2,447.05,7,993.7474450000001,133422.718210079
14110,"2009-12-01 09:50:00","2010-09-30 17:13:00",21,7304.799999999989,303,1623.7839919999976,218012.8110907021
14112,"2010-02-23 14:16:00","2010-09-14 13:41:00",6,2919.44,203,2163.207725333333,290437.02826024906
14113,"2009-12-08 07:42:00","2010-11-29 15:53:00",12,5252.189999999998,356,1945.8488584999993,261253.94860969862
14114,"2010-04-12 11:07:00","2010-11-09 09:13:00",5,977.5600000000002,211,869.2072496000002,116701.67758724515
14115,"2010-02-11 11:44:00","2010-07-26 12:36:00",2,622.67,165,1384.133143,185836.7608720946
14118,"2010-10-07 11:59:00","2010-10-07 11:59:00",1,458.45,0,2038.17701,273650.129352022
14119,"2009-12-21 14:52:00","2010-11-29 10:33:00",2,183.37,343,407.613173,54727.0413559606
14122,"2009-12-02 14:22:00","2010-10-29 15:11:00",3,362.41999999999996,331,537.0822786666666,72109.84831479973
14123,"2009-12-06 15:35:00","2009-12-06 15:35:00",1,436.17999999999995,0,1939.1690439999998,260357.10201933677
14126,"2010-09-21 14:51:00","2010-09-21 14:51:00",1,466.32999999999987,0,2073.2099139999996,278353.72411545075
14127,"2010-10-10 11:53:00","2010-11-24 16:56:00",3,1190.3700000000003,45,1764.0489820000007,236845.0972310805
14128,"2010-06-06 14:05:00","2010-06-06 14:05:00",1,286.71,0,1274.6553179999999,171138.0272363796
14129,"2010-05-09 14:54:00","2010-11-05 09:59:00",4,1467.4799999999996,180,1631.0306459999995,218985.76279938113
14130,"2009-12-11 16:33:00","2010-11-29 17:11:00",3,1398.809999999999,353,2072.9431659999987,278317.909942125
14131,"2010-03-01 11:59:00","2010-03-01 11:59:00",1,187.86999999999995,0,835.2324459999998,112140.14571134117
14133,"2009-12-06 12:10:00","2009-12-06 12:10:00",1,305.5,0,1358.1919,182353.83251618
14134,"2009-12-10 09:25:00","2010-11-22 12:26:00",15,11123.350000000004,347,3296.812628666668,442637.3165125699
14135,"2009-12-02 08:58:00","2010-12-07 12:37:00",11,4953.61,370,2002.0690307272728,268802.19261731126
14136,"2009-12-08 09:19:00","2010-11-04 11:53:00",5,1570.8100000000002,331,1396.7014196000002,187524.20533861915
14137,"2010-01-13 12:30:00","2010-01-13 12:30:00",1,332.7,0,1479.1176600000001,198589.591090452
14139,"2010-06-15 09:17:00","2010-08-06 14:00:00",3,670.9799999999999,52,994.3476279999999,133503.30010006158
14142,"2010-03-03 15:13:00","2010-12-01 16:33:00",2,671.3400000000003,273,1492.3216860000007,200362.3926700693
14144,"2010-08-10 15:17:00","2010-08-10 15:17:00",1,30.599999999999998,0,136.04148,18265.228396056
14145,"2010-04-08 09:47:00","2010-09-06 09:53:00",3,3857.85,151,5717.076510000001,767587.2698009221
14146,"2010-01-13 16:04:00","2010-11-21 15:55:00",7,5259.299999999999,312,3340.2565628571424,448470.19469363824
14147,"2010-03-09 13:43:00","2010-11-16 08:11:00",7,2106.8,252,1561.0685733333337,209592.5010065947
14148,"2010-10-21 14:08:00","2010-10-21 14:08:00",1,309.09000000000003,0,1374.1523220000001,184496.71388682842
14151,"2009-12-23 10:54:00","2010-02-04 15:35:00",2,679.4500000000002,43,1510.3494050000004,202782.83388399106
14152,"2010-02-18 13:57:00","2010-11-17 14:20:00",5,1376.05,272,1223.528618,164273.6440156396
14153,"2010-08-13 14:35:00","2010-08-13 14:35:00",1,233.39999999999992,0,1037.6497199999997,139317.13423658395
14154,"2010-01-13 12:47:00","2010-11-23 17:53:00",6,5115.079999999996,314,3790.103777333331,508867.6713730832
14156,"2009-12-01 12:30:00","2010-12-03 11:48:00",102,196566.7400000005,367,8567.611889137275,1150306.4209817268
14157,"2010-03-03 16:49:00","2010-11-15 15:10:00",3,569.9,257,844.5538066666667,113391.65210144134
14159,"2009-12-03 12:31:00","2010-11-25 13:32:00",9,3244.9999999999964,357,1602.957888888887,215216.65266957754
14160,"2010-01-10 12:06:00","2010-04-08 14:30:00",7,8421.470000000003,88,5348.595903714288,718114.2529436685
14161,"2009-12-13 11:46:00","2010-12-05 13:18:00",5,2208.36,357,1963.5853776000001,263635.29268440674
14163,"2010-09-03 17:15:00","2010-09-03 17:15:00",1,148.70999999999998,0,661.134918,88765.4285874996
14166,"2010-03-23 15:10:00","2010-07-22 19:42:00",2,256.85,121,570.9518650000001,76657.25348900302
14167,"2010-01-27 16:07:00","2010-09-01 17:15:00",4,721.6499999999999,217,802.0778924999998,107688.74241841349
14168,"2010-05-24 12:28:00","2010-10-15 10:49:00",2,370.45,144,823.473305,110561.337570571
14169,"2010-09-21 13:39:00","2010-10-05 08:45:00",2,624.43,14,1388.045447,186362.03541420342
14170,"2010-11-09 14:06:00","2010-11-29 13:10:00",3,597.3299999999996,20,885.2032379999995,118849.33418100353
14171,"2009-12-09 13:50:00","2009-12-09 13:50:00",1,135,0,600.183,80581.8899826
14172,"2010-03-07 10:58:00","2010-04-13 13:26:00",3,402.71999999999997,37,596.804192,80128.24378714239
14173,"2009-12-09 12:46:00","2010-03-08 13:24:00",2,135.16,89,300.447164,40338.6972224008
14175,"2010-03-22 10:43:00","2010-10-17 13:59:00",5,4456.579999999999,209,3962.6126727999995,532029.0951980081
14176,"2010-11-23 13:21:00","2010-12-07 11:45:00",2,339.10999999999996,14,753.8076189999999,101207.8693037018
14177,"2010-02-26 11:59:00","2010-11-23 14:23:00",9,1669.9299999999998,270,824.9083104444444,110754.0045585541
14180,"2010-06-09 14:56:00","2010-12-02 13:08:00",9,1570.7300000000005,176,775.9057148888891,104174.80827355501
14181,"2010-05-26 12:32:00","2010-10-25 08:27:00",2,310.55,152,690.321595,92684.096052209
14182,"2010-04-22 15:36:00","2010-09-22 11:45:00",4,678.7700000000001,153,754.4189165000001,101289.94345090633
14183,"2010-08-15 15:36:00","2010-10-24 14:45:00",2,286.29,70,636.3940410000001,85443.66401155022
14186,"2010-03-05 11:17:00","2010-10-08 13:30:00",5,1550.630000000001,217,1378.758170800001,185115.1052795839
14187,"2010-08-23 12:06:00","2010-08-23 12:06:00",1,123.5,0,549.0563000000001,73717.50676186002
14189,"2010-11-16 09:28:00","2010-12-06 11:42:00",2,1160.3100000000002,20,2579.2530990000005,346296.19542855787
14190,"2010-02-11 14:27:00","2010-02-11 14:27:00",1,79.9,0,355.21942,47692.540811924
14191,"2009-12-11 10:48:00","2010-11-10 12:27:00",2,132.9,334,295.42341000000005,39664.19695810201
14192,"2010-11-16 17:44:00","2010-11-16 17:44:00",1,293.74,0,1305.909292,175334.25454436243
14193,"2010-11-08 12:31:00","2010-11-08 12:31:00",1,356.80000000000007,0,1586.2614400000004,212974.95070956807
14194,"2010-01-06 12:16:00","2010-11-12 12:26:00",15,7321.07,310,2169.8675337333334,291331.18878761155
14195,"2010-03-15 17:12:00","2010-09-26 14:06:00",4,1603.6000000000001,195,1782.3212200000003,239298.36810388404
14197,"2010-10-25 10:01:00","2010-10-25 10:01:00",1,390.05,0,1734.0842900000002,232821.97176083803
14198,"2010-01-05 10:07:00","2010-11-04 13:50:00",5,868.3300000000002,303,772.0843028000002,103661.73707939418
14199,"2010-06-27 12:13:00","2010-10-12 08:25:00",3,906.3,107,1343.0761799999998,180324.36269439597
14200,"2010-04-01 13:01:00","2010-04-01 13:01:00",1,379.20000000000005,0,1685.8473600000002,226345.57541779205
14201,"2010-04-30 13:00:00","2010-10-26 18:51:00",3,446.1,179,661.0904600000001,88759.45955861203
14202,"2010-03-25 10:36:00","2010-11-23 17:13:00",3,847.76,243,1256.3238026666666,168676.79765839252
14203,"2010-11-07 13:35:00","2010-11-07 13:35:00",1,339.34,0,1508.637772,202553.0262718184
14204,"2009-12-02 13:26:00","2010-10-13 13:32:00",3,901.9300000000001,315,1336.6001313333336,179454.8741531023
14205,"2010-03-07 12:20:00","2010-11-10 14:37:00",7,1947.5000000000016,248,1236.8850714285725,166066.91083715728
14206,"2010-11-02 11:37:00","2010-11-16 18:20:00",2,856.8500000000001,14,1904.6918650000005,255728.12011700307
14207,"2010-01-21 09:33:00","2010-01-21 09:33:00",1,157.8,0,701.5472400000001,94191.27584632802
14208,"2010-06-06 13:11:00","2010-06-06 13:11:00",1,415.30999999999995,0,1846.385198,247899.73873091562
14209,"2010-01-22 10:28:00","2010-11-19 13:58:00",9,2919.84,301,1442.3360746666667,193651.21452411095
14210,"2010-01-06 10:17:00","2010-12-03 12:43:00",11,3955.679999999996,331,1598.7420130909077,214650.61991001407
14211,"2009-12-09 12:48:00","2010-10-24 12:54:00",9,2161.19,319,1067.5798335555555,143335.61712880273
14212,"2010-09-20 11:48:00","2010-09-20 11:48:00",1,1119.6599999999999,0,4977.784428,668328.2884290216
14213,"2010-10-31 10:37:00","2010-10-31 10:37:00",1,1192.2,0,5300.28276,711627.6239796721
